fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,columnas_con_problemas,en_cuarentena,temperatura_c_preparada,tratamiento_temperatura,en_cuarentena_inicial,columnas_problema_iniciales,motivos_finales,en_cuarentena_final,tratamientos_aplicados,version_tratamiento
28882,2026-08-08 17:41:00,VIA-00453,ORD-2026-06672,CAM-25,PROD-034,20.67,C,57.0,0,0,viaje_id+timestamp,True,20.67,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28883,2026-08-12 03:01:00,VIA-00300,ORD-2026-07036,CAM-23,PROD-019,3.41,C,83.3,0,0,viaje_id+timestamp,True,3.41,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28884,2026-08-30 03:28:00,VIA-00705,ORD-2026-00944,CAM-22,PROD-013,-18.91,C,79.8,0,0,viaje_id+timestamp,True,-18.91,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28885,2026-08-30 11:59:00,VIA-00693,ORD-2026-02485,CAM-20,PROD-034,19.83,C,44.7,0,0,viaje_id+timestamp,True,19.83,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28886,2026-08-18 05:28:00,VIA-00903,ORD-2026-05830,CAM-01,PROD-017,11.96,C,80.0,1,1,viaje_id+timestamp,True,11.96,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28887,2026-08-13 19:25:00,VIA-00573,ORD-2026-03959,CAM-05,PROD-042,19.1,C,58.8,0,0,viaje_id+timestamp,True,19.1,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28888,2026-08-09 04:13:00,VIA-00164,ORD-2026-03533,CAM-19,PROD-021,19.89,C,47.4,0,0,viaje_id+timestamp,True,19.89,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28889,2026-08-12 23:47:00,VIA-01184,ORD-2026-01082,CAM-05,PROD-027,21.89,C,37.9,0,0,viaje_id+timestamp,True,21.89,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28890,2026-08-10 06:18:00,VIA-00328,ORD-2026-00921,CAM-20,PROD-026,19.33,C,48.9,0,0,viaje_id+timestamp,True,19.33,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28891,2026-08-29 21:55:00,VIA-01026,ORD-2026-00985,CAM-05,PROD-050,3.09,C,81.5,0,0,viaje_id+timestamp,True,3.09,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28892,2026-08-07 02:40:00,VIA-00190,ORD-2026-07185,CAM-05,PROD-035,4.58,C,78.5,0,0,viaje_id+timestamp,True,4.58,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28893,2026-08-21 09:16:00,VIA-00718,ORD-2026-00659,CAM-03,PROD-001,-18.66,C,65.0,0,0,viaje_id+timestamp,True,-18.66,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28894,2026-08-14 13:08:00,VIA-00068,ORD-2026-06340,CAM-05,PROD-056,2.79,C,88.9,0,0,viaje_id+timestamp,True,2.79,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28895,2026-08-06 04:54:00,VIA-00121,ORD-2026-06281,CAM-12,PROD-041,18.52,C,45.9,0,0,viaje_id+timestamp,True,18.52,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28896,2026-08-15 12:20:00,VIA-00268,ORD-2026-04761,CAM-26,PROD-053,20.19,C,42.1,0,0,viaje_id+timestamp,True,20.19,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28897,2026-08-31 08:07:00,VIA-00409,ORD-2026-00947,CAM-24,PROD-053,20.03,C,36.2,0,0,viaje_id+timestamp,True,20.03,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28898,2026-08-09 09:12:00,VIA-00360,ORD-2026-01444,CAM-09,PROD-026,16.61,C,56.9,0,0,viaje_id+timestamp,True,16.61,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28899,2026-08-18 16:09:00,VIA-00123,ORD-2026-03892,CAM-05,PROD-050,4.43,C,77.3,0,0,viaje_id+timestamp,True,4.43,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28900,2026-08-16 15:14:00,VIA-01024,ORD-2026-04021,CAM-18,PROD-009,18.86,C,52.2,0,0,viaje_id+timestamp,True,18.86,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28901,2026-08-03 15:27:00,VIA-00885,ORD-2026-07094,CAM-12,PROD-047,19.74,C,59.2,0,0,viaje_id+timestamp,True,19.74,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28902,2026-08-21 22:16:00,VIA-00265,ORD-2026-04491,CAM-03,PROD-053,18.73,C,43.9,0,0,viaje_id+timestamp,True,18.73,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28903,2026-08-19 03:14:00,VIA-01036,ORD-2026-03048,CAM-27,PROD-057,22.7,C,50.4,0,0,viaje_id+timestamp,True,22.7,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28904,2026-08-20 00:19:00,VIA-00871,ORD-2026-05637,CAM-28,PROD-030,20.74,C,58.5,0,0,viaje_id+timestamp,True,20.74,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28905,2026-08-14 14:45:00,VIA-00079,ORD-2026-03382,CAM-07,PROD-038,19.7,C,43.5,0,0,viaje_id+timestamp,True,19.7,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28906,2026-08-03 16:02:00,VIA-00967,ORD-2026-03341,CAM-03,PROD-016,19.35,C,49.5,0,0,viaje_id+timestamp,True,19.35,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28907,2026-08-08 10:41:00,VIA-00753,ORD-2026-01152,CAM-05,PROD-051,-17.56,C,76.9,0,0,viaje_id+timestamp,True,-17.56,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28908,2026-08-21 02:28:00,VIA-00297,ORD-2026-06424,CAM-24,PROD-042,16.41,C,47.1,0,0,viaje_id+timestamp,True,16.41,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28909,2026-08-08 15:48:00,VIA-00040,ORD-2026-02804,CAM-08,PROD-035,4.3,C,82.4,0,0,viaje_id+timestamp,True,4.3,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28910,2026-08-07 16:40:00,VIA-00101,ORD-2026-04951,CAM-12,PROD-052,-17.82,C,63.8,0,0,viaje_id+timestamp,True,-17.82,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28911,2026-08-25 17:52:00,VIA-00037,ORD-2026-01721,CAM-08,PROD-028,18.81,C,32.4,0,0,viaje_id+timestamp,True,18.81,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28912,2026-08-26 22:50:00,VIA-00124,ORD-2026-03143,CAM-12,PROD-036,,C,70.1,0,0,temperatura_cabina_c|viaje_id+timestamp,True,,SIN_TRATAMIENTO,True,temperatura_cabina_c|viaje_id+timestamp,temperatura_cabina_c:FALTANTE|viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28913,2026-08-17 07:32:00,VIA-00209,ORD-2026-05108,CAM-09,PROD-019,4.24,C,80.4,0,0,viaje_id+timestamp,True,4.24,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28914,2026-08-22 01:50:00,VIA-01064,ORD-2026-01024,CAM-05,PROD-007,19.42,C,52.0,0,0,viaje_id+timestamp,True,19.42,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28915,2026-08-04 22:30:00,VIA-01003,ORD-2026-06727,CAM-17,PROD-014,18.13,C,52.4,0,0,viaje_id+timestamp,True,18.13,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28916,2026-08-30 21:29:00,VIA-00693,ORD-2026-02485,CAM-20,PROD-034,17.66,C,50.1,0,0,viaje_id+timestamp,True,17.66,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28917,2026-08-03 01:18:00,VIA-00686,ORD-2026-03138,CAM-17,PROD-032,22.83,C,41.5,0,0,viaje_id+timestamp,True,22.83,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28918,2026-08-19 11:15:00,VIA-00946,ORD-2026-05672,CAM-01,PROD-013,-18.33,C,64.9,0,0,viaje_id+timestamp,True,-18.33,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28919,2026-08-22 01:23:00,VIA-00260,ORD-2026-02932,CAM-06,PROD-024,17.91,C,60.5,0,0,viaje_id+timestamp,True,17.91,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
28920,2026-08-16 17:58:00,VIA-00801,ORD-2026-05376,CAM-13,PROD-019,4.12,C,74.4,0,0,viaje_id+timestamp,True,4.12,C_ORIGINAL,True,viaje_id+timestamp,viaje_id+timestamp:DUPLICADO,True,,GIAD-M3-S4-IOT-tratamiento-v1
