fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_en_cuarentena,timestamp_motivo,viaje_id_en_cuarentena,viaje_id_motivo,order_id_en_cuarentena,order_id_motivo,camion_id_en_cuarentena,camion_id_motivo,producto_id_en_cuarentena,producto_id_motivo,temperatura_cabina_c_en_cuarentena,temperatura_cabina_c_motivo,temp_unit_en_cuarentena,temp_unit_motivo,humedad_cabina_pct_en_cuarentena,humedad_cabina_pct_motivo,desviacion_termica_flag_en_cuarentena,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_en_cuarentena,desviacion_proximos_60min_flag_motivo,en_cuarentena,zona_horaria_origen
24538,2026-08-21 10:50:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,3.34,C,77.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24539,2026-08-21 11:20:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,3.92,C,90.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24540,2026-08-21 11:50:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,3.97,C,78.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24541,2026-08-21 12:20:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,3.73,C,67.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24542,2026-08-21 12:50:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,3.59,C,77.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24543,2026-08-21 13:20:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,4.86,C,74.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24544,2026-08-21 13:50:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,4.75,C,88.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24545,2026-08-21 14:20:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,4.08,C,77.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24546,2026-08-21 14:50:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,3.62,C,82.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24547,2026-08-21 15:20:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,3.44,C,83.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24548,2026-08-21 15:50:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,4.0,C,71.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24549,2026-08-21 16:20:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,4.73,C,79.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24550,2026-08-21 16:50:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,4.84,C,79.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24551,2026-08-21 17:20:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,4.13,C,74.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24552,2026-08-21 17:50:00,VIA-01023,ORD-2026-03826,CAM-02,PROD-009,4.53,C,67.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24553,2026-08-28 23:59:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,18.89,C,51.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24554,2026-08-29 00:29:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,22.28,C,40.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24555,2026-08-29 00:59:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,18.93,C,45.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24556,2026-08-29 01:29:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,20.84,C,45.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24557,2026-08-29 01:59:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,18.6,C,37.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24558,2026-08-29 02:29:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,16.64,C,53.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24559,2026-08-29 02:59:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,18.74,C,42.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24560,2026-08-29 03:29:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,21.34,C,40.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24561,2026-08-29 03:59:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,22.47,C,44.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24562,2026-08-29 04:29:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,21.13,C,54.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24563,2026-08-29 04:59:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,20.07,C,39.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24564,2026-08-29 05:29:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,18.99,C,50.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24565,2026-08-29 05:59:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,16.1,C,42.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24566,2026-08-29 06:29:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,21.77,C,44.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24567,2026-08-29 06:59:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,18.02,C,43.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24568,2026-08-29 07:29:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,19.18,C,46.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24569,2026-08-29 07:59:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,18.75,C,49.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24570,2026-08-29 08:29:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,17.43,C,49.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24571,2026-08-29 08:59:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,19.47,C,44.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24572,2026-08-29 09:29:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,22.84,C,42.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24573,2026-08-29 09:59:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,21.26,C,45.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24574,2026-08-29 10:29:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,22.18,C,39.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24575,2026-08-29 10:59:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,20.96,C,52.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24576,2026-08-29 11:29:00,VIA-01024,ORD-2026-04021,CAM-20,PROD-039,21.39,C,43.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24577,2026-08-03 07:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,3.83,C,93.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24578,2026-08-03 07:33:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,4.72,C,63.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24579,2026-08-03 08:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,5.16,C,-92.6,0,0,False,,False,,False,,False,,False,,False,,False,,True,Humedad fuera de 0 a 100 %,False,,False,,True,America/La_Paz
24580,2026-08-03 08:33:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,4.38,C,87.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24581,2026-08-03 09:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,3.67,C,77.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24582,2026-08-03 09:33:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,4.38,C,73.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24583,2026-08-03 10:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,3.95,C,75.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24584,2026-08-03 10:33:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,4.64,C,62.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24585,2026-08-03 11:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,3.72,C,80.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24586,2026-08-03 11:33:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,4.97,C,73.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24587,2026-08-03 12:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,3.94,C,78.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24588,2026-08-03 12:33:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,3.09,C,76.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24589,2026-08-03 13:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,2.96,C,65.5,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24590,2026-08-03 13:33:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,3.66,C,78.1,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24591,2026-08-03 14:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,9.9,C,76.3,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24592,2026-08-03 14:33:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,10.4,C,81.4,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24593,2026-08-03 15:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,10.98,C,64.7,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24594,2026-08-03 15:33:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,9.06,C,77.8,1,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24595,2026-08-03 16:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,9.33,C,82.0,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24596,2026-08-03 16:33:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,3.26,C,74.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24597,2026-08-03 17:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,4.93,C,74.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24598,2026-08-03 17:33:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,4.41,C,78.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24599,2026-08-03 18:03:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,5.06,C,79.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24600,2026-08-03 18:33:00,VIA-01025,ORD-2026-01983,CAM-18,PROD-047,4.33,C,70.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24601,2026-08-25 00:17:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.01,C,74.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24602,2026-08-25 00:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,5.29,C,66.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24603,2026-08-25 01:17:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,3.94,C,82.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24604,2026-08-25 01:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.71,C,84.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24605,2026-08-25 02:17:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,3.56,C,78.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24606,2026-08-25 02:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.72,C,69.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24607,2026-08-25 03:17:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,3.24,C,78.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24608,2026-08-25 03:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.19,C,91.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24609,2026-08-25 04:17:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,3.72,C,86.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24610,2026-08-25 04:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.56,C,79.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24611,2026-08-25 05:17:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,3.29,C,82.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24612,2026-08-25 05:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.24,C,82.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24613,2026-08-25 06:17:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.15,C,82.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24614,2026-08-25 06:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,3.78,C,73.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24615,2026-08-25 07:17:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.98,C,73.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24616,2026-08-25 07:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,3.61,C,76.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24617,2026-08-25 08:17:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.52,C,74.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24618,2026-08-25 08:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.64,C,76.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24619,2026-08-25 09:17:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.03,C,86.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24620,2026-08-25 09:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,2.88,C,82.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24621,2026-08-25 10:17:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.78,C,66.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24622,2026-08-25 10:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,3.94,C,75.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24623,2026-08-25 11:17:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,4.51,C,70.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24624,2026-08-25 11:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,3.98,C,81.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24625,2026-08-02 17:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-18.3,C,69.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24626,2026-08-02 18:21:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-16.77,C,61.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24627,2026-08-02 18:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-18.64,C,76.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24628,2026-08-02 19:21:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-17.43,C,68.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24629,2026-08-02 19:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-18.22,C,67.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24630,2026-08-02 20:21:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-18.09,C,70.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24631,2026-08-02 20:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-16.34,C,82.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24632,2026-08-02 21:21:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-18.43,C,71.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24633,2026-08-02 21:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-19.23,C,76.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24634,2026-08-02 22:21:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-19.25,C,76.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24635,2026-08-02 22:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-19.27,C,48.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24636,2026-08-02 23:21:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-18.9,C,70.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24637,2026-08-02 23:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-18.58,C,76.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24638,2026-08-03 00:21:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-18.06,C,73.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24639,2026-08-03 00:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-18.32,C,70.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24640,2026-08-03 01:21:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-17.12,C,69.5,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24641,2026-08-03 01:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-17.02,C,81.0,0,1,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24642,2026-08-03 02:21:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-20.27,C,73.8,1,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24643,2026-08-03 02:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-18.53,C,75.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24644,2026-08-03 03:21:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-17.77,C,68.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24645,2026-08-03 03:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-19.25,C,66.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24646,2026-08-03 04:21:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-17.36,C,59.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24647,2026-08-03 04:51:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-999.0,C,69.4,0,0,False,,False,,False,,False,,False,,True,-999 es centinela: no es una temperatura,False,,False,,False,,False,,True,America/La_Paz
24648,2026-08-03 05:21:00,VIA-01027,ORD-2026-00798,CAM-19,PROD-054,-19.41,C,73.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24649,2026-08-13 17:36:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,3.69,C,87.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24650,2026-08-13 18:06:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,4.84,C,68.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24651,2026-08-13 18:36:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,4.37,C,74.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24652,2026-08-13 19:06:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,5.42,C,82.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24653,2026-08-13 19:36:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,3.4,C,82.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24654,2026-08-13 20:06:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,3.81,C,77.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24655,2026-08-13 20:36:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,2.82,C,85.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24656,2026-08-13 21:06:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,4.07,C,78.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24657,2026-08-13 21:36:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,2.5,C,59.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24658,2026-08-13 22:06:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,4.23,C,67.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24659,2026-08-13 22:36:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,4.07,C,72.7,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24660,2026-08-13 23:06:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,3.05,C,73.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24661,2026-08-13 23:36:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,3.71,C,81.9,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24662,2026-08-14 00:06:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,3.19,C,72.3,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24663,2026-08-14 00:36:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,3.08,C,87.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24664,2026-08-14 01:06:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,3.52,C,66.5,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24665,2026-08-14 01:36:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,4.93,C,79.0,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24666,2026-08-14 02:06:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,5.19,C,80.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24667,2026-08-14 02:36:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,3.7,C,78.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24668,2026-08-14 03:06:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,3.52,C,69.4,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24669,2026-08-14 03:36:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,4.41,C,83.2,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24670,2026-08-14 04:06:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,4.24,C,81.1,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24671,2026-08-14 04:36:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,4.06,C,79.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24672,2026-08-14 05:06:00,VIA-01028,ORD-2026-07477,CAM-15,PROD-034,4.19,C,80.6,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
24673,2026-08-05 06:49:00,VIA-01029,ORD-2026-05517,CAM-24,PROD-034,3.7,C,80.8,0,0,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,America/La_Paz
