fila_bronze,viaje_id,order_id,camion_id_tratado,producto_id,timestamp_bolivia,temp_c,humedad_pct,objetivo_c,tolerancia_c,desvio_respecto_umbral_c,temp_lag1_c,temp_lag2_c,cambio_temp_c,pendiente_c_por_min,temp_media_historica_3,temp_max_historica_3,minutos_desde_inicio,categoria_logistica_tratada,tipo_camion_tratado,capacidad_kg_tratada,centro_distribucion_tratado,cantidad_solicitada_tratado,tiempo_entrega_prometido_hrs_tratado,temperatura_imputada_x,humedad_imputada,clasificacion_objetivo_60min,max_desvio_termico_proximos_60min_c,n_lecturas_futuras_60min,apta_clasificacion_60min,apta_regresion_60min,eventos_previos_60m,eventos_previos_180m,eventos_previos_24h,alertas_temp_previas_60m,alertas_temp_previas_180m,alertas_temp_previas_24h,fallas_motor_previas_24h,eventos_alta_previos_24h,eventos_no_reconocidos_previos_24h,reconocimiento_faltante_previos_24h,minutos_desde_ultimo_evento,minutos_desde_ultima_alerta_temp,umbral_eventos_temp_cabina_c,geocerca_eventos_radio_km,ultimo_mantenimiento_eventos,dias_desde_ultimo_mantenimiento_eventos,tiene_evento_previo_24h,tiene_alerta_temp_previa_24h
22656,VIA-00944,ORD-2026-00695,CAM-08,PROD-029,2026-08-19 04:09:00,18.71,53.6,20.0,5.0,-3.710000000000001,19.54,22.61,-0.8299999999999983,-0.0276666666666666,20.286666666666665,22.61,690.0,Seco,Refrigerado,5000,Santa Cruz,154.0,48.0,False,False,0,,0,True,False,0,0,0,0,0,0,0,0,0,0,7231.0,26017.0,7.7,30.4,2026-07-10,40.172916666666666,False,False
22657,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 01:21:00,20.93,53.4,20.0,5.0,-4.07,,,,,20.93,20.93,0.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-1.2199999999999989,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.05625,False,False
22658,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 01:51:00,16.22,58.8,20.0,5.0,-1.2199999999999989,20.93,,-4.710000000000001,-0.157,18.575,20.93,30.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-0.4700000000000006,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.077083333333334,False,False
22659,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 02:21:00,20.87,35.2,20.0,5.0,-4.129999999999999,16.22,20.93,4.650000000000002,0.155,19.34,20.93,60.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-0.4700000000000006,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.097916666666666,False,False
22660,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 02:51:00,15.47,53.0,20.0,5.0,-0.4700000000000006,20.87,16.22,-5.4,-0.18,17.52,20.87,90.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-1.0,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.11875,False,False
22661,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 03:21:00,16.0,50.1,20.0,5.0,-1.0,15.47,20.87,0.5299999999999994,0.0176666666666666,17.44666666666667,20.87,120.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-1.8900000000000008,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.139583333333334,False,False
22662,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 03:51:00,23.11,54.4,20.0,5.0,-1.8900000000000008,16.0,15.47,7.109999999999999,0.237,18.19333333333333,23.11,150.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-2.8099999999999987,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.160416666666666,False,False
22663,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 04:21:00,22.19,44.4,20.0,5.0,-2.8099999999999987,23.11,16.0,-0.9199999999999982,-0.0306666666666666,20.433333333333334,23.11,180.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-4.359999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.18125,False,False
22664,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 04:51:00,20.64,50.5,20.0,5.0,-4.359999999999999,22.19,23.11,-1.5500000000000007,-0.0516666666666666,21.98,23.11,210.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-4.5,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.202083333333334,False,False
22665,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 05:21:00,19.99,47.2,20.0,5.0,-4.989999999999998,20.64,22.19,-0.6500000000000021,-0.0216666666666667,20.94,22.19,240.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-3.5700000000000003,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.222916666666666,False,False
22666,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 05:51:00,19.5,47.3,20.0,5.0,-4.5,19.99,20.64,-0.4899999999999984,-0.0163333333333332,20.043333333333337,20.64,270.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-3.3299999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.24375,False,False
22667,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 06:21:00,18.57,51.2,20.0,5.0,-3.5700000000000003,19.5,19.99,-0.9299999999999996,-0.0309999999999999,19.35333333333333,19.99,300.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-3.3299999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.264583333333334,False,False
22668,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 06:51:00,18.33,47.6,20.0,5.0,-3.3299999999999983,18.57,19.5,-0.240000000000002,-0.008,18.8,19.5,330.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-3.809999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.285416666666666,False,False
22669,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 07:21:00,19.48,51.5,20.0,5.0,-4.48,18.33,18.57,1.150000000000002,0.0383333333333334,18.793333333333333,19.48,360.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-0.8100000000000005,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.30625,False,False
22670,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 07:51:00,21.19,33.2,20.0,5.0,-3.809999999999999,19.48,18.33,1.7100000000000009,0.057,19.666666666666668,21.19,390.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-0.8100000000000005,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.327083333333334,False,False
22671,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 08:21:00,15.81,49.2,20.0,5.0,-0.8100000000000005,21.19,19.48,-5.380000000000001,-0.1793333333333333,18.826666666666668,21.19,420.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-2.9400000000000013,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.347916666666666,False,False
22672,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 08:51:00,22.06,50.2,20.0,5.0,-2.9400000000000013,15.81,21.19,6.249999999999998,0.2083333333333333,19.686666666666667,22.06,450.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-2.16,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.36875,False,False
22673,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 09:21:00,20.67,41.9,20.0,5.0,-4.329999999999998,22.06,15.81,-1.389999999999997,-0.0463333333333332,19.513333333333332,22.06,480.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-2.16,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.389583333333334,False,False
22674,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 09:51:00,17.16,48.1,20.0,5.0,-2.16,20.67,22.06,-3.5100000000000016,-0.117,19.96333333333333,22.06,510.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-3.140000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.410416666666666,False,False
22675,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 10:21:00,21.73,42.1,20.0,5.0,-3.27,17.16,20.67,4.57,0.1523333333333333,19.85333333333333,21.73,540.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-3.140000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.43125,False,False
22676,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 10:51:00,18.14,40.4,20.0,5.0,-3.140000000000001,21.73,17.16,-3.59,-0.1196666666666666,19.01,21.73,570.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-3.82,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.452083333333334,False,False
22677,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 11:21:00,18.82,46.5,20.0,5.0,-3.82,18.14,21.73,0.6799999999999997,0.0226666666666666,19.563333333333336,21.73,600.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-4.02,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.472916666666666,False,False
22678,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 11:51:00,20.98,42.2,20.0,5.0,-4.02,18.82,18.14,2.16,0.072,19.313333333333336,20.98,630.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-2.390000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.49375,False,False
22679,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 12:21:00,19.83,47.6,20.0,5.0,-4.829999999999998,20.98,18.82,-1.150000000000002,-0.0383333333333334,19.87666666666667,20.98,660.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,-2.390000000000001,1,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.514583333333334,False,False
22680,VIA-00945,ORD-2026-04511,CAM-10,PROD-032,2026-08-01 12:51:00,17.39,54.0,20.0,5.0,-2.390000000000001,19.83,20.98,-2.4399999999999977,-0.0813333333333332,19.4,20.98,690.0,Seco,Refrigerado,12000,La Paz,219.0,24.0,False,False,0,,0,True,False,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,30.535416666666666,False,False
22681,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 14:06:00,3.32,86.5,4.0,2.0,-1.3199999999999998,,,,,3.32,3.32,0.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.3600000000000003,2,True,True,1,1,1,0,0,0,0,0,1,0,4.0,,7.6,24.8,2026-07-22,10.5875,True,False
22682,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 14:36:00,4.64,77.4,4.0,2.0,-1.3600000000000003,3.32,,1.3199999999999998,0.044,3.98,4.64,30.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.37,2,True,True,1,1,1,0,0,0,0,0,1,0,34.0,,7.6,24.8,2026-07-22,10.608333333333333,True,False
22683,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 15:06:00,4.4,73.5,4.0,2.0,-1.5999999999999996,4.64,3.32,-0.2399999999999993,-0.0079999999999999,4.12,4.64,60.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.09,2,True,True,0,1,1,0,0,0,0,0,1,0,64.0,,7.6,24.8,2026-07-22,10.629166666666666,True,False
22684,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 15:36:00,3.37,74.5,4.0,2.0,-1.37,4.4,4.64,-1.0300000000000002,-0.0343333333333333,4.136666666666667,4.64,90.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-0.8099999999999996,2,True,True,0,1,1,0,0,0,0,0,1,0,94.0,,7.6,24.8,2026-07-22,10.65,True,False
22685,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 16:06:00,4.91,72.4,4.0,2.0,-1.09,3.37,4.4,1.54,0.0513333333333333,4.226666666666668,4.91,120.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-0.8099999999999996,2,True,True,0,1,1,0,0,0,0,0,1,0,124.0,,7.6,24.8,2026-07-22,10.670833333333333,True,False
22686,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 16:36:00,5.19,86.6,4.0,2.0,-0.8099999999999996,4.91,3.37,0.2800000000000002,0.0093333333333333,4.490000000000001,5.19,150.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.75,2,True,True,0,1,1,0,0,0,0,0,1,0,154.0,,7.6,24.8,2026-07-22,10.691666666666666,True,False
22687,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 17:06:00,3.91,84.6,4.0,2.0,-1.91,5.19,4.91,-1.2800000000000002,-0.0426666666666666,4.670000000000001,5.19,180.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.33,2,True,True,0,0,1,0,0,0,0,0,1,0,184.0,,7.6,24.8,2026-07-22,10.7125,True,False
22688,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 17:36:00,4.25,87.7,4.0,2.0,-1.75,3.91,5.19,0.3399999999999998,0.0113333333333333,4.45,5.19,210.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.33,2,True,True,0,0,1,0,0,0,0,0,1,0,214.0,,7.6,24.8,2026-07-22,10.733333333333333,True,False
22689,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 18:06:00,3.33,80.7,4.0,2.0,-1.33,4.25,3.91,-0.92,-0.0306666666666666,3.830000000000001,4.25,240.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.33,2,True,True,0,0,1,0,0,0,0,0,1,0,244.0,,7.6,24.8,2026-07-22,10.754166666666666,True,False
22690,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 18:36:00,4.67,85.8,4.0,2.0,-1.33,3.33,4.25,1.34,0.0446666666666666,4.083333333333333,4.67,270.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.31,2,True,True,0,0,1,0,0,0,0,0,1,0,274.0,,7.6,24.8,2026-07-22,10.775,True,False
22691,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 19:06:00,4.47,84.9,4.0,2.0,-1.5300000000000002,4.67,3.33,-0.2000000000000001,-0.0066666666666666,4.156666666666667,4.67,300.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.31,2,True,True,0,0,1,0,0,0,0,0,1,0,304.0,,7.6,24.8,2026-07-22,10.795833333333333,True,False
22692,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 19:36:00,3.31,81.5,4.0,2.0,-1.31,4.47,4.67,-1.1599999999999997,-0.0386666666666666,4.15,4.67,330.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.7999999999999998,2,True,True,0,0,1,0,0,0,0,0,1,0,334.0,,7.6,24.8,2026-07-22,10.816666666666666,True,False
22693,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 20:06:00,4.2,77.0,4.0,2.0,-1.7999999999999998,3.31,4.47,0.8900000000000001,0.0296666666666666,3.9933333333333336,4.47,360.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.62,2,True,True,0,0,1,0,0,0,0,0,1,0,364.0,,7.6,24.8,2026-07-22,10.8375,True,False
22694,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 20:36:00,4.05,85.8,4.0,2.0,-1.95,4.2,3.31,-0.1500000000000003,-0.005,3.8533333333333335,4.2,390.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.62,2,True,True,0,0,1,0,0,0,0,0,1,0,394.0,,7.6,24.8,2026-07-22,10.858333333333333,True,False
22695,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 21:06:00,4.38,72.6,4.0,2.0,-1.62,4.05,4.2,0.33,0.011,4.21,4.38,420.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-0.3399999999999998,2,True,True,0,0,1,0,0,0,0,0,1,0,424.0,,7.6,24.8,2026-07-22,10.879166666666666,True,False
22696,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 21:36:00,4.28,72.7,4.0,2.0,-1.7199999999999998,4.38,4.05,-0.0999999999999996,-0.0033333333333333,4.236666666666667,4.38,450.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-0.3399999999999998,2,True,True,0,0,1,0,0,0,0,0,1,0,454.0,,7.6,24.8,2026-07-22,10.9,True,False
22697,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 22:06:00,5.66,77.3,4.0,2.0,-0.3399999999999998,4.28,4.38,1.38,0.046,4.773333333333333,5.66,480.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.21,2,True,True,0,0,1,0,0,0,0,0,1,0,484.0,,7.6,24.8,2026-07-22,10.920833333333333,True,False
22698,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 22:36:00,4.13,65.5,4.0,2.0,-1.87,5.66,4.28,-1.5300000000000002,-0.051,4.69,5.66,510.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.21,2,True,True,0,0,1,0,0,0,0,0,1,0,514.0,,7.6,24.8,2026-07-22,10.941666666666666,True,False
22699,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 23:06:00,3.21,65.9,4.0,2.0,-1.21,4.13,5.66,-0.92,-0.0306666666666666,4.333333333333333,5.66,540.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.2199999999999998,2,True,True,0,0,1,0,0,0,0,0,1,0,544.0,,7.6,24.8,2026-07-22,10.9625,True,False
22700,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-01 23:36:00,4.78,77.9,4.0,2.0,-1.2199999999999998,3.21,4.13,1.5700000000000005,0.0523333333333333,4.04,4.78,570.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-0.96,2,True,True,0,0,1,0,0,0,0,0,1,0,574.0,,7.6,24.8,2026-07-22,10.983333333333333,True,False
22701,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-02 00:06:00,4.14,84.1,4.0,2.0,-1.8600000000000003,4.78,3.21,-0.6400000000000006,-0.0213333333333333,4.043333333333334,4.78,600.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-0.96,2,True,True,0,0,1,0,0,0,0,0,1,0,604.0,,7.6,24.8,2026-07-22,11.004166666666666,True,False
22702,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-02 00:36:00,2.96,75.0,4.0,2.0,-0.96,4.14,4.78,-1.1799999999999995,-0.0393333333333333,3.960000000000001,4.78,630.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.4300000000000002,2,True,True,0,0,1,0,0,0,0,0,1,0,634.0,,7.6,24.8,2026-07-22,11.025,True,False
22703,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-02 01:06:00,3.43,81.1,4.0,2.0,-1.4300000000000002,2.96,4.14,0.4700000000000002,0.0156666666666666,3.51,4.14,660.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,-1.59,1,True,True,0,0,1,0,0,0,0,0,1,0,664.0,,7.6,24.8,2026-07-22,11.045833333333333,True,False
22704,VIA-00946,ORD-2026-05672,CAM-20,PROD-053,2026-08-02 01:36:00,3.59,86.3,4.0,2.0,-1.59,3.43,2.96,0.1599999999999997,0.0053333333333333,3.3266666666666667,3.59,690.0,Fresco,Refrigerado,12000,Oruro,251.0,48.0,False,False,0,,0,True,False,0,0,1,0,0,0,0,0,1,0,694.0,,7.6,24.8,2026-07-22,11.066666666666666,True,False
22705,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 04:37:00,3.74,62.4,4.0,2.0,-1.7400000000000002,,,,,3.74,3.74,0.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.7400000000000002,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.19236111111111,False,False
22706,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 05:07:00,3.91,81.5,4.0,2.0,-1.91,3.74,,0.1699999999999999,0.0056666666666666,3.825,3.91,30.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.71,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.213194444444444,False,False
22707,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 05:37:00,4.26,71.4,4.0,2.0,-1.7400000000000002,3.91,3.74,0.3499999999999996,0.0116666666666666,3.97,4.26,60.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.71,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.23402777777778,False,False
22708,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 06:07:00,4.29,64.5,4.0,2.0,-1.71,4.26,3.91,0.0300000000000002,0.001,4.153333333333333,4.29,90.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.2800000000000002,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.25486111111111,False,False
22709,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 06:37:00,4.12,88.2,4.0,2.0,-1.88,4.29,4.26,-0.1699999999999999,-0.0056666666666666,4.223333333333334,4.29,120.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.2800000000000002,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.275694444444444,False,False
22710,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 07:07:00,4.72,74.4,4.0,2.0,-1.2800000000000002,4.12,4.29,0.5999999999999996,0.0199999999999999,4.376666666666666,4.72,150.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.3600000000000003,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.29652777777778,False,False
22711,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 07:37:00,4.45,86.2,4.0,2.0,-1.5499999999999998,4.72,4.12,-0.2699999999999996,-0.0089999999999999,4.430000000000001,4.72,180.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.11,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.31736111111111,False,False
22712,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 08:07:00,4.64,70.8,4.0,2.0,-1.3600000000000003,4.45,4.72,0.1899999999999995,0.0063333333333333,4.603333333333333,4.72,210.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-0.8700000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.338194444444444,False,False
22713,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 08:37:00,3.11,83.6,4.0,2.0,-1.11,4.64,4.45,-1.5299999999999998,-0.051,4.066666666666667,4.64,240.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-0.8700000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.35902777777778,False,False
22714,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 09:07:00,5.13,77.6,4.0,2.0,-0.8700000000000001,3.11,4.64,2.02,0.0673333333333333,4.293333333333333,5.13,270.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-0.5,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.37986111111111,False,False
22715,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 09:37:00,4.8,77.4,4.0,2.0,-1.2000000000000002,5.13,3.11,-0.33,-0.011,4.346666666666667,5.13,300.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-0.4299999999999997,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.400694444444444,False,False
22716,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 10:07:00,5.5,86.1,4.0,2.0,-0.5,4.8,5.13,0.7000000000000002,0.0233333333333333,5.1433333333333335,5.5,330.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-0.4299999999999997,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.42152777777778,False,False
22717,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 10:37:00,5.57,65.1,4.0,2.0,-0.4299999999999997,5.5,4.8,0.0700000000000002,0.0023333333333333,5.29,5.57,360.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-0.9500000000000002,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.44236111111111,False,False
22718,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 11:07:00,5.05,67.8,4.0,2.0,-0.9500000000000002,5.57,5.5,-0.5200000000000005,-0.0173333333333333,5.373333333333332,5.57,390.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.39,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.463194444444444,False,False
22719,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 11:37:00,3.39,71.6,4.0,2.0,-1.39,5.05,5.57,-1.6599999999999997,-0.0553333333333333,4.67,5.57,420.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.84,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.48402777777778,False,False
22720,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 12:07:00,4.11,91.0,4.0,2.0,-1.89,3.39,5.05,0.7200000000000002,0.024,4.183333333333334,5.05,450.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.5699999999999998,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.50486111111111,False,False
