viaje_id,inicio,fin,particion,motivo
VIA-00215,2026-08-25 23:14:00,2026-08-26 10:14:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00392,2026-08-25 23:41:00,2026-08-26 10:41:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00843,2026-08-26 00:12:00,2026-08-26 11:12:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00801,2026-08-26 00:18:00,2026-08-26 11:18:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00742,2026-08-26 00:45:00,2026-08-26 11:45:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00808,2026-08-26 00:51:00,2026-08-26 11:51:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00179,2026-08-26 01:00:00,2026-08-26 12:00:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00629,2026-08-26 01:04:00,2026-08-26 12:04:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00265,2026-08-26 01:10:00,2026-08-26 12:10:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00120,2026-08-26 02:41:00,2026-08-26 13:41:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00149,2026-08-26 02:43:00,2026-08-26 13:43:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00824,2026-08-26 05:25:00,2026-08-26 16:25:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00589,2026-08-26 05:35:00,2026-08-26 16:35:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00399,2026-08-26 05:58:00,2026-08-26 16:58:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00927,2026-08-26 06:05:00,2026-08-26 16:35:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00283,2026-08-26 06:44:00,2026-08-26 17:44:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00218,2026-08-26 07:10:00,2026-08-26 18:10:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00828,2026-08-26 08:11:00,2026-08-26 19:11:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-00411,2026-08-26 08:57:00,2026-08-26 19:57:00,EXCLUIDO_MARGEN,Viaje cruza un corte o su margen futuro de 60 minutos
VIA-01067,2026-08-26 09:03:00,2026-08-26 20:03:00,TEST,
VIA-00952,2026-08-26 09:22:00,2026-08-26 20:22:00,TEST,
VIA-00193,2026-08-26 09:37:00,2026-08-26 20:37:00,TEST,
VIA-00158,2026-08-26 10:03:00,2026-08-26 21:03:00,TEST,
VIA-00761,2026-08-26 10:55:00,2026-08-26 21:55:00,TEST,
VIA-00132,2026-08-26 12:15:00,2026-08-26 23:15:00,TEST,
VIA-00098,2026-08-26 12:25:00,2026-08-26 23:25:00,TEST,
VIA-00199,2026-08-26 12:48:00,2026-08-26 23:48:00,TEST,
VIA-00302,2026-08-26 12:51:00,2026-08-26 23:51:00,TEST,
VIA-00206,2026-08-26 13:10:00,2026-08-27 00:10:00,TEST,
VIA-00291,2026-08-26 14:50:00,2026-08-27 01:50:00,TEST,
VIA-00575,2026-08-26 15:27:00,2026-08-27 02:27:00,TEST,
VIA-00209,2026-08-26 16:06:00,2026-08-27 03:06:00,TEST,
VIA-00397,2026-08-26 16:12:00,2026-08-27 03:12:00,TEST,
VIA-00460,2026-08-26 19:18:00,2026-08-27 06:18:00,TEST,
VIA-00887,2026-08-26 20:14:00,2026-08-27 07:14:00,TEST,
VIA-01168,2026-08-26 20:31:00,2026-08-27 07:31:00,TEST,
VIA-00356,2026-08-26 21:27:00,2026-08-27 08:27:00,TEST,
VIA-00794,2026-08-26 21:58:00,2026-08-27 08:58:00,TEST,
VIA-00159,2026-08-26 22:23:00,2026-08-27 09:23:00,TEST,
VIA-01159,2026-08-26 22:48:00,2026-08-27 09:48:00,TEST,
VIA-01191,2026-08-26 23:01:00,2026-08-27 10:01:00,TEST,
VIA-00022,2026-08-26 23:02:00,2026-08-27 10:02:00,TEST,
VIA-00413,2026-08-26 23:06:00,2026-08-27 10:06:00,TEST,
VIA-00304,2026-08-26 23:40:00,2026-08-27 10:40:00,TEST,
VIA-00757,2026-08-27 01:46:00,2026-08-27 12:46:00,TEST,
VIA-00089,2026-08-27 02:02:00,2026-08-27 13:02:00,TEST,
VIA-00818,2026-08-27 02:03:00,2026-08-27 13:03:00,TEST,
VIA-00160,2026-08-27 02:11:00,2026-08-27 13:11:00,TEST,
VIA-01003,2026-08-27 02:48:00,2026-08-27 13:48:00,TEST,
VIA-01055,2026-08-27 03:25:00,2026-08-27 14:25:00,TEST,
VIA-00632,2026-08-27 03:40:00,2026-08-27 14:40:00,TEST,
VIA-00820,2026-08-27 04:22:00,2026-08-27 15:22:00,TEST,
VIA-00908,2026-08-27 04:52:00,2026-08-27 15:52:00,TEST,
VIA-00225,2026-08-27 06:49:00,2026-08-27 17:49:00,TEST,
VIA-00702,2026-08-27 08:02:00,2026-08-27 19:02:00,TEST,
VIA-00095,2026-08-27 09:01:00,2026-08-27 20:01:00,TEST,
VIA-00974,2026-08-27 09:34:00,2026-08-27 20:34:00,TEST,
VIA-00981,2026-08-27 09:44:00,2026-08-27 20:44:00,TEST,
VIA-01190,2026-08-27 10:54:00,2026-08-27 21:54:00,TEST,
VIA-01112,2026-08-27 11:45:00,2026-08-27 22:45:00,TEST,
VIA-00968,2026-08-27 13:07:00,2026-08-28 00:07:00,TEST,
VIA-00369,2026-08-27 13:17:00,2026-08-28 00:17:00,TEST,
VIA-01001,2026-08-27 13:30:00,2026-08-28 00:30:00,TEST,
VIA-00090,2026-08-27 13:45:00,2026-08-28 00:45:00,TEST,
VIA-00475,2026-08-27 15:42:00,2026-08-28 02:42:00,TEST,
VIA-00106,2026-08-27 16:17:00,2026-08-28 03:17:00,TEST,
VIA-01192,2026-08-27 17:31:00,2026-08-28 04:31:00,TEST,
VIA-00366,2026-08-27 18:30:00,2026-08-28 05:30:00,TEST,
VIA-00279,2026-08-27 19:07:00,2026-08-28 06:07:00,TEST,
VIA-00058,2026-08-27 19:08:00,2026-08-28 06:08:00,TEST,
VIA-01063,2026-08-27 19:34:00,2026-08-28 06:34:00,TEST,
VIA-00483,2026-08-27 19:49:00,2026-08-28 06:49:00,TEST,
VIA-00732,2026-08-27 20:03:00,2026-08-28 07:03:00,TEST,
VIA-00032,2026-08-27 20:29:00,2026-08-28 07:29:00,TEST,
VIA-00722,2026-08-27 20:52:00,2026-08-28 07:52:00,TEST,
VIA-00993,2026-08-27 21:24:00,2026-08-28 08:24:00,TEST,
VIA-00133,2026-08-27 22:01:00,2026-08-28 09:01:00,TEST,
VIA-01103,2026-08-27 22:44:00,2026-08-28 09:44:00,TEST,
VIA-01194,2026-08-27 23:01:00,2026-08-28 10:01:00,TEST,
VIA-00320,2026-08-27 23:45:00,2026-08-28 10:45:00,TEST,
VIA-00161,2026-08-27 23:59:00,2026-08-28 10:59:00,TEST,
VIA-00349,2026-08-28 00:03:00,2026-08-28 11:03:00,TEST,
VIA-00705,2026-08-28 00:04:00,2026-08-28 11:04:00,TEST,
VIA-00212,2026-08-28 00:49:00,2026-08-28 11:49:00,TEST,
VIA-00717,2026-08-28 00:54:00,2026-08-28 11:54:00,TEST,
VIA-00536,2026-08-28 02:03:00,2026-08-28 13:03:00,TEST,
VIA-00012,2026-08-28 03:43:00,2026-08-28 14:43:00,TEST,
VIA-01064,2026-08-28 04:15:00,2026-08-28 15:15:00,TEST,
VIA-00389,2026-08-28 04:17:00,2026-08-28 15:17:00,TEST,
VIA-00278,2026-08-28 04:32:00,2026-08-28 15:32:00,TEST,
VIA-00805,2026-08-28 04:46:00,2026-08-28 15:46:00,TEST,
VIA-00036,2026-08-28 05:35:00,2026-08-28 16:35:00,TEST,
VIA-00688,2026-08-28 06:03:00,2026-08-28 17:03:00,TEST,
VIA-00966,2026-08-28 06:59:00,2026-08-28 17:59:00,TEST,
VIA-00579,2026-08-28 09:13:00,2026-08-28 20:13:00,TEST,
VIA-00670,2026-08-28 10:01:00,2026-08-28 21:01:00,TEST,
VIA-00859,2026-08-28 11:25:00,2026-08-28 22:25:00,TEST,
VIA-00964,2026-08-28 11:40:00,2026-08-28 22:40:00,TEST,
VIA-01079,2026-08-28 12:04:00,2026-08-28 23:04:00,TEST,
VIA-00138,2026-08-28 12:27:00,2026-08-28 23:27:00,TEST,
VIA-00204,2026-08-28 15:50:00,2026-08-29 02:50:00,TEST,
VIA-00340,2026-08-28 16:33:00,2026-08-29 03:33:00,TEST,
VIA-01076,2026-08-28 16:57:00,2026-08-29 03:57:00,TEST,
VIA-00070,2026-08-28 18:23:00,2026-08-29 05:23:00,TEST,
VIA-00301,2026-08-28 18:27:00,2026-08-29 05:27:00,TEST,
VIA-00543,2026-08-28 19:31:00,2026-08-29 06:31:00,TEST,
VIA-00689,2026-08-28 19:38:00,2026-08-29 06:38:00,TEST,
VIA-00703,2026-08-28 19:48:00,2026-08-29 06:48:00,TEST,
VIA-00503,2026-08-28 20:41:00,2026-08-29 07:41:00,TEST,
VIA-01184,2026-08-28 21:57:00,2026-08-29 08:57:00,TEST,
VIA-01057,2026-08-28 22:08:00,2026-08-29 09:08:00,TEST,
VIA-01077,2026-08-28 22:24:00,2026-08-29 09:24:00,TEST,
VIA-00169,2026-08-28 22:54:00,2026-08-29 09:54:00,TEST,
VIA-00174,2026-08-28 23:20:00,2026-08-29 10:20:00,TEST,
VIA-00906,2026-08-28 23:32:00,2026-08-29 10:32:00,TEST,
VIA-01024,2026-08-28 23:59:00,2026-08-29 10:59:00,TEST,
VIA-00016,2026-08-29 00:00:00,2026-08-29 11:00:00,TEST,
VIA-00313,2026-08-29 00:21:00,2026-08-29 11:21:00,TEST,
VIA-00951,2026-08-29 00:48:00,2026-08-29 11:48:00,TEST,
VIA-00327,2026-08-29 02:09:00,2026-08-29 13:09:00,TEST,
VIA-00047,2026-08-29 03:43:00,2026-08-29 14:43:00,TEST,
VIA-01013,2026-08-29 03:47:00,2026-08-29 14:47:00,TEST,
VIA-00658,2026-08-29 03:55:00,2026-08-29 14:55:00,TEST,
VIA-00622,2026-08-29 04:32:00,2026-08-29 15:32:00,TEST,
VIA-00602,2026-08-29 04:39:00,2026-08-29 15:39:00,TEST,
VIA-00937,2026-08-29 05:50:00,2026-08-29 16:50:00,TEST,
VIA-00518,2026-08-29 07:31:00,2026-08-29 18:31:00,TEST,
VIA-00335,2026-08-29 08:46:00,2026-08-29 19:46:00,TEST,
VIA-00648,2026-08-29 09:12:00,2026-08-29 20:12:00,TEST,
VIA-00656,2026-08-29 10:41:00,2026-08-29 21:41:00,TEST,
VIA-00394,2026-08-29 11:46:00,2026-08-29 22:16:00,TEST,
VIA-00825,2026-08-29 11:47:00,2026-08-29 22:47:00,TEST,
VIA-00151,2026-08-29 11:50:00,2026-08-29 22:50:00,TEST,
VIA-00137,2026-08-29 13:29:00,2026-08-30 00:29:00,TEST,
VIA-00386,2026-08-29 13:55:00,2026-08-30 00:55:00,TEST,
VIA-01110,2026-08-29 14:47:00,2026-08-30 01:47:00,TEST,
VIA-01189,2026-08-29 14:50:00,2026-08-30 01:50:00,TEST,
VIA-00145,2026-08-29 17:24:00,2026-08-30 04:24:00,TEST,
VIA-00919,2026-08-29 17:58:00,2026-08-30 04:58:00,TEST,
VIA-00554,2026-08-29 18:09:00,2026-08-30 05:09:00,TEST,
VIA-00932,2026-08-29 18:45:00,2026-08-30 05:45:00,TEST,
VIA-00817,2026-08-29 19:04:00,2026-08-30 06:04:00,TEST,
VIA-00758,2026-08-29 19:14:00,2026-08-30 06:14:00,TEST,
VIA-00433,2026-08-29 20:53:00,2026-08-30 07:53:00,TEST,
VIA-00551,2026-08-29 21:06:00,2026-08-30 08:06:00,TEST,
VIA-00285,2026-08-29 21:09:00,2026-08-30 08:09:00,TEST,
VIA-00858,2026-08-29 21:30:00,2026-08-30 08:30:00,TEST,
VIA-00038,2026-08-29 21:44:00,2026-08-30 08:44:00,TEST,
VIA-00031,2026-08-29 22:20:00,2026-08-30 09:20:00,TEST,
VIA-00421,2026-08-29 22:23:00,2026-08-30 09:23:00,TEST,
VIA-01078,2026-08-29 22:28:00,2026-08-30 09:28:00,TEST,
VIA-00027,2026-08-29 23:27:00,2026-08-30 10:27:00,TEST,
VIA-00222,2026-08-30 00:18:00,2026-08-30 11:18:00,TEST,
VIA-00862,2026-08-30 00:37:00,2026-08-30 11:37:00,TEST,
VIA-00104,2026-08-30 01:28:00,2026-08-30 12:28:00,TEST,
VIA-00177,2026-08-30 02:52:00,2026-08-30 13:52:00,TEST,
VIA-01116,2026-08-30 02:52:00,2026-08-30 13:52:00,TEST,
VIA-00470,2026-08-30 03:42:00,2026-08-30 14:12:00,TEST,
VIA-00681,2026-08-30 04:39:00,2026-08-30 15:39:00,TEST,
VIA-00028,2026-08-30 04:55:00,2026-08-30 15:55:00,TEST,
VIA-00354,2026-08-30 07:32:00,2026-08-30 18:32:00,TEST,
VIA-00678,2026-08-30 07:43:00,2026-08-30 18:43:00,TEST,
VIA-01002,2026-08-30 08:07:00,2026-08-30 19:07:00,TEST,
VIA-00295,2026-08-30 08:23:00,2026-08-30 19:23:00,TEST,
VIA-00697,2026-08-30 08:57:00,2026-08-30 19:57:00,TEST,
VIA-00894,2026-08-30 11:10:00,2026-08-30 22:10:00,TEST,
VIA-01093,2026-08-30 11:16:00,2026-08-30 22:16:00,TEST,
VIA-00956,2026-08-30 11:38:00,2026-08-30 22:38:00,TEST,
VIA-01096,2026-08-30 11:57:00,2026-08-30 22:57:00,TEST,
VIA-00276,2026-08-30 13:46:00,2026-08-31 00:46:00,TEST,
VIA-00897,2026-08-30 14:23:00,2026-08-31 01:23:00,TEST,
VIA-00368,2026-08-30 14:29:00,2026-08-31 01:29:00,TEST,
VIA-00673,2026-08-30 14:32:00,2026-08-31 01:32:00,TEST,
VIA-01198,2026-08-30 14:33:00,2026-08-31 01:33:00,TEST,
VIA-00734,2026-08-30 14:51:00,2026-08-31 01:51:00,TEST,
VIA-01185,2026-08-30 15:42:00,2026-08-31 02:42:00,TEST,
VIA-00684,2026-08-30 15:56:00,2026-08-31 02:56:00,TEST,
VIA-00532,2026-08-30 16:23:00,2026-08-31 03:23:00,TEST,
VIA-00836,2026-08-30 16:24:00,2026-08-31 03:24:00,TEST,
VIA-00588,2026-08-30 16:54:00,2026-08-31 03:54:00,TEST,
VIA-00325,2026-08-30 17:26:00,2026-08-31 04:26:00,TEST,
VIA-00987,2026-08-30 18:48:00,2026-08-31 05:48:00,TEST,
VIA-00506,2026-08-30 18:57:00,2026-08-31 05:57:00,TEST,
VIA-00219,2026-08-30 19:25:00,2026-08-31 06:25:00,TEST,
VIA-00422,2026-08-30 19:51:00,2026-08-31 06:51:00,TEST,
VIA-00281,2026-08-30 20:12:00,2026-08-31 07:12:00,TEST,
VIA-01195,2026-08-30 20:20:00,2026-08-31 07:20:00,TEST,
VIA-00768,2026-08-30 20:27:00,2026-08-31 07:27:00,TEST,
VIA-00148,2026-08-30 22:08:00,2026-08-31 09:08:00,TEST,
VIA-00064,2026-08-30 22:11:00,2026-08-31 09:11:00,TEST,
VIA-01167,2026-08-30 22:21:00,2026-08-31 09:21:00,TEST,
VIA-01046,2026-08-30 22:39:00,2026-08-31 09:39:00,TEST,
VIA-00739,2026-08-30 22:44:00,2026-08-31 09:44:00,TEST,
VIA-01117,2026-08-30 22:57:00,2026-08-31 09:57:00,TEST,
VIA-00756,2026-08-30 23:17:00,2026-08-31 10:17:00,TEST,
VIA-00307,2026-08-30 23:19:00,2026-08-31 10:19:00,TEST,
VIA-01178,2026-08-30 23:22:00,2026-08-31 10:22:00,TEST,
VIA-00150,2026-08-30 23:23:00,2026-08-31 10:23:00,TEST,
VIA-00108,2026-08-30 23:41:00,2026-08-31 10:41:00,TEST,
