fila_bronze,viaje_id,order_id,camion_id_tratado,producto_id,timestamp_bolivia,temp_c,humedad_pct,objetivo_c,tolerancia_c,desvio_respecto_umbral_c,temp_lag1_c,temp_lag2_c,cambio_temp_c,pendiente_c_por_min,temp_media_historica_3,temp_max_historica_3,minutos_desde_inicio,categoria_logistica_tratada,tipo_camion_tratado,capacidad_kg_tratada,centro_distribucion_tratado,cantidad_solicitada_tratado,tiempo_entrega_prometido_hrs_tratado,temperatura_imputada_x,humedad_imputada,clasificacion_objetivo_60min,max_desvio_termico_proximos_60min_c,n_lecturas_futuras_60min,apta_clasificacion_60min,apta_regresion_60min
26064,VIA-01086,ORD-2026-06737,CAM-08,PROD-047,2026-08-23 02:08:00,2.27,78.0,4.0,2.0,-0.27,4.24,3.64,-1.9700000000000002,-0.06566666666666668,3.3833333333333333,4.24,690.0,Fresco,Refrigerado,5000,Santa Cruz,170.0,24.0,False,False,0,,0,True,False
26065,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 13:47:00,-17.3,61.0,-18.0,2.0,-1.3000000000000007,,,,,-17.3,-17.3,0.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-0.7300000000000004,2,True,True
26066,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 14:17:00,-18.97,66.1,-18.0,2.0,-1.0300000000000011,-17.3,,-1.6699999999999982,-0.05566666666666661,-18.134999999999998,-17.3,30.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-0.7300000000000004,2,True,True
26067,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 14:47:00,-19.27,78.6,-18.0,2.0,-0.7300000000000004,-18.97,-17.3,-0.3000000000000007,-0.010000000000000024,-18.513333333333332,-17.3,60.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.2899999999999991,2,True,True
26068,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 15:17:00,-17.29,75.5,-18.0,2.0,-1.2899999999999991,-19.27,-18.97,1.9800000000000004,0.06600000000000002,-18.509999999999998,-17.29,90.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.9100000000000001,2,True,True
26069,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 15:47:00,-18.03,67.8,-18.0,2.0,-1.9699999999999989,-17.29,-19.27,-0.740000000000002,-0.024666666666666733,-18.19666666666667,-17.29,120.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.7199999999999989,2,True,True
26070,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 16:17:00,-18.09,71.5,-18.0,2.0,-1.9100000000000001,-18.03,-17.29,-0.05999999999999872,-0.0019999999999999575,-17.80333333333333,-17.29,150.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.4299999999999997,2,True,True
26071,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 16:47:00,-17.72,65.7,-18.0,2.0,-1.7199999999999989,-18.09,-18.03,0.370000000000001,0.012333333333333366,-17.94666666666667,-17.72,180.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.0599999999999987,2,True,True
26072,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 17:17:00,-17.43,56.5,-18.0,2.0,-1.4299999999999997,-17.72,-18.09,0.28999999999999915,0.009666666666666638,-17.746666666666666,-17.43,210.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-0.5899999999999999,2,True,True
26073,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 17:47:00,-18.94,65.1,-18.0,2.0,-1.0599999999999987,-17.43,-17.72,-1.5100000000000016,-0.05033333333333338,-18.029999999999998,-17.43,240.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-0.5899999999999999,2,True,True
26074,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 18:17:00,-16.59,79.0,-18.0,2.0,-0.5899999999999999,-18.94,-17.43,2.3500000000000014,0.07833333333333338,-17.653333333333336,-16.59,270.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.0399999999999991,2,True,True
26075,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 18:47:00,-18.02,89.9,-18.0,2.0,-1.9800000000000004,-16.59,-18.94,-1.4299999999999997,-0.047666666666666656,-17.849999999999998,-16.59,300.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.0399999999999991,2,True,True
26076,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 19:17:00,-18.96,72.3,-18.0,2.0,-1.0399999999999991,-18.02,-16.59,-0.9400000000000013,-0.03133333333333337,-17.856666666666666,-16.59,330.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.379999999999999,2,True,True
26077,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 19:47:00,-18.62,55.0,-18.0,2.0,-1.379999999999999,-18.96,-18.02,0.33999999999999986,0.011333333333333329,-18.533333333333335,-18.02,360.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.5199999999999996,2,True,True
26078,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 20:17:00,-18.48,74.6,-18.0,2.0,-1.5199999999999996,-18.62,-18.96,0.14000000000000057,0.004666666666666685,-18.686666666666667,-18.48,390.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.6499999999999986,2,True,True
26079,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 20:47:00,-18.16,66.4,-18.0,2.0,-1.8399999999999999,-18.48,-18.62,0.3200000000000003,0.010666666666666677,-18.42,-18.16,420.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.4600000000000009,2,True,True
26080,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 21:17:00,-18.35,62.9,-18.0,2.0,-1.6499999999999986,-18.16,-18.48,-0.19000000000000128,-0.006333333333333376,-18.33,-18.16,450.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-0.4400000000000013,2,True,True
26081,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 21:47:00,-17.46,86.3,-18.0,2.0,-1.4600000000000009,-18.35,-18.16,0.8900000000000006,0.029666666666666685,-17.99,-17.46,480.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-0.4400000000000013,2,True,True
26082,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 22:17:00,-19.56,71.9,-18.0,2.0,-0.4400000000000013,-17.46,-18.35,-2.099999999999998,-0.06999999999999992,-18.456666666666667,-17.46,510.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.3200000000000003,2,True,True
26083,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 22:47:00,-17.58,75.3,-18.0,2.0,-1.5799999999999983,-19.56,-17.46,1.9800000000000004,0.06600000000000002,-18.2,-17.46,540.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.3200000000000003,2,True,True
26084,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 23:17:00,-17.32,64.6,-18.0,2.0,-1.3200000000000003,-17.58,-19.56,0.259999999999998,0.0086666666666666,-18.153333333333332,-17.32,570.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.4200000000000017,2,True,True
26085,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-22 23:47:00,-18.58,88.0,-18.0,2.0,-1.4200000000000017,-17.32,-17.58,-1.259999999999998,-0.04199999999999993,-17.826666666666664,-17.32,600.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.4899999999999984,2,True,True
26086,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-23 00:17:00,-18.05,84.1,-18.0,2.0,-1.9499999999999993,-18.58,-17.32,0.5299999999999976,0.017666666666666588,-17.983333333333334,-17.32,630.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.3399999999999999,2,True,True
26087,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-23 00:47:00,-17.49,68.1,-18.0,2.0,-1.4899999999999984,-18.05,-18.58,0.5600000000000023,0.01866666666666674,-18.04,-17.49,660.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,-1.3399999999999999,1,True,True
26088,VIA-01087,ORD-2026-00853,CAM-08,PROD-011,2026-08-23 01:17:00,-18.66,66.2,-18.0,2.0,-1.3399999999999999,-17.49,-18.05,-1.1700000000000017,-0.039000000000000055,-18.066666666666666,-17.49,690.0,Congelado,Refrigerado,5000,Santa Cruz,127.0,48.0,False,False,0,,0,True,False
26089,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 00:46:00,20.75,56.6,20.0,5.0,-4.25,,,,,20.75,20.75,0.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-2.5700000000000003,2,True,True
26090,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 01:16:00,20.42,52.9,20.0,5.0,-4.579999999999998,20.75,,-0.3299999999999983,-0.010999999999999944,20.585,20.75,30.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-2.5700000000000003,2,True,True
26091,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 01:46:00,17.57,44.5,20.0,5.0,-2.5700000000000003,20.42,20.75,-2.8500000000000014,-0.09500000000000004,19.580000000000002,20.75,60.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-3.34,1,True,True
26092,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 02:16:00,18.34,50.3,20.0,5.0,-3.34,17.57,20.42,0.7699999999999996,0.025666666666666654,18.776666666666667,20.42,90.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-4.550000000000001,1,True,True
26094,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 03:16:00,20.45,27.3,20.0,5.0,-4.550000000000001,18.34,17.57,2.1099999999999994,0.03516666666666666,18.786666666666665,20.45,150.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-0.4900000000000002,2,True,True
26095,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 03:46:00,15.49,58.2,20.0,5.0,-0.4900000000000002,20.45,18.34,-4.959999999999999,-0.1653333333333333,18.093333333333334,20.45,180.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-3.0500000000000007,2,True,True
26096,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 04:16:00,18.05,54.8,20.0,5.0,-3.0500000000000007,15.49,20.45,2.5600000000000005,0.08533333333333334,17.996666666666666,20.45,210.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-3.960000000000001,2,True,True
26097,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 04:46:00,19.21,34.8,20.0,5.0,-4.210000000000001,18.05,15.49,1.1600000000000001,0.03866666666666667,17.583333333333332,19.21,240.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-3.4800000000000004,2,True,True
26098,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 05:16:00,18.96,43.0,20.0,5.0,-3.960000000000001,19.21,18.05,-0.25,-0.008333333333333333,18.74,19.21,270.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-3.1999999999999993,2,True,True
26099,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 05:46:00,21.52,53.0,20.0,5.0,-3.4800000000000004,18.96,19.21,2.5599999999999987,0.08533333333333329,19.896666666666665,21.52,300.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-3.1999999999999993,2,True,True
26100,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 06:16:00,18.2,48.5,20.0,5.0,-3.1999999999999993,21.52,18.96,-3.3200000000000003,-0.11066666666666668,19.56,21.52,330.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-3.4499999999999993,2,True,True
26101,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 06:46:00,20.62,49.85,20.0,5.0,-4.379999999999999,18.2,21.52,2.4200000000000017,0.08066666666666672,20.113333333333333,21.52,360.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,True,0,-2.219999999999999,2,True,True
26102,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 07:16:00,21.55,51.2,20.0,5.0,-3.4499999999999993,20.62,18.2,0.9299999999999997,0.03099999999999999,20.123333333333335,21.55,390.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-2.09,2,True,True
26103,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 07:46:00,17.22,46.6,20.0,5.0,-2.219999999999999,21.55,20.62,-4.330000000000002,-0.1443333333333334,19.796666666666667,21.55,420.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-2.09,2,True,True
26104,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 08:16:00,22.91,46.5,20.0,5.0,-2.09,17.22,21.55,5.690000000000001,0.1896666666666667,20.56,22.91,450.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-4.359999999999999,2,True,True
26105,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 08:46:00,19.36,47.9,20.0,5.0,-4.359999999999999,22.91,17.22,-3.5500000000000007,-0.11833333333333336,19.83,22.91,480.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-3.4400000000000013,2,True,True
26106,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 09:16:00,20.17,49.1,20.0,5.0,-4.829999999999998,19.36,22.91,0.8100000000000023,0.027000000000000076,20.813333333333333,22.91,510.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-1.4299999999999997,2,True,True
26107,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 09:46:00,18.44,44.3,20.0,5.0,-3.4400000000000013,20.17,19.36,-1.7300000000000004,-0.05766666666666668,19.323333333333334,20.17,540.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-1.4299999999999997,2,True,True
26108,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 10:16:00,23.57,45.1,20.0,5.0,-1.4299999999999997,18.44,20.17,5.129999999999999,0.17099999999999996,20.726666666666667,23.57,570.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-4.050000000000001,2,True,True
26109,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 10:46:00,20.62,52.5,20.0,5.0,-4.379999999999999,23.57,18.44,-2.9499999999999993,-0.09833333333333331,20.87666666666667,23.57,600.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-3.210000000000001,2,True,True
26110,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 11:16:00,19.05,53.1,20.0,5.0,-4.050000000000001,20.62,23.57,-1.5700000000000003,-0.05233333333333334,21.080000000000002,23.57,630.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-3.210000000000001,2,True,True
26111,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 11:46:00,18.21,52.1,20.0,5.0,-3.210000000000001,19.05,20.62,-0.8399999999999999,-0.027999999999999994,19.293333333333333,20.62,660.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,-4.23,1,True,True
26112,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,2026-08-17 12:16:00,20.77,47.8,20.0,5.0,-4.23,18.21,19.05,2.5599999999999987,0.08533333333333329,19.343333333333334,20.77,690.0,Seco,Refrigerado,2000,Cochabamba,288.0,24.0,False,False,0,,0,True,False
26113,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 13:02:00,18.5,47.1,20.0,5.0,-3.5,,,,,18.5,18.5,0.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.9800000000000004,2,True,True
26114,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 13:32:00,21.02,50.5,20.0,5.0,-3.9800000000000004,18.5,,2.5199999999999996,0.08399999999999999,19.759999999999998,21.02,30.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.370000000000001,2,True,True
26115,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 14:02:00,20.36,48.4,20.0,5.0,-4.640000000000001,21.02,18.5,-0.6600000000000001,-0.022000000000000006,19.959999999999997,21.02,60.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.370000000000001,2,True,True
26116,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 14:32:00,18.37,55.1,20.0,5.0,-3.370000000000001,20.36,21.02,-1.9899999999999984,-0.06633333333333329,19.916666666666668,21.02,90.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.6400000000000006,2,True,True
26117,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 15:02:00,21.28,43.2,20.0,5.0,-3.719999999999999,18.37,20.36,2.91,0.097,20.003333333333334,21.28,120.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.59,2,True,True
26118,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 15:32:00,18.64,45.8,20.0,5.0,-3.6400000000000006,21.28,18.37,-2.6400000000000006,-0.08800000000000002,19.430000000000003,21.28,150.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.59,2,True,True
26119,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 16:02:00,18.59,48.7,20.0,5.0,-3.59,18.64,21.28,-0.05000000000000071,-0.0016666666666666904,19.503333333333334,21.28,180.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-4.18,2,True,True
26120,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 16:32:00,19.18,41.6,20.0,5.0,-4.18,18.59,18.64,0.5899999999999999,0.019666666666666662,18.80333333333333,19.18,210.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,True,False,0,-3.5599999999999987,2,False,True
26121,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 17:02:00,19.77,56.2,20.0,5.0,-4.77,19.18,18.59,0.5899999999999999,0.019666666666666662,19.18,19.77,240.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.5599999999999987,2,True,True
26122,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 17:32:00,21.44,49.5,20.0,5.0,-3.5599999999999987,19.77,19.18,1.6700000000000017,0.055666666666666725,20.13,21.44,270.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.3500000000000014,2,True,True
26123,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 18:02:00,18.85,39.7,20.0,5.0,-3.8500000000000014,21.44,19.77,-2.59,-0.08633333333333333,20.02,21.44,300.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-2.6700000000000017,2,True,True
26124,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 18:32:00,21.65,45.0,20.0,5.0,-3.3500000000000014,18.85,21.44,2.799999999999997,0.09333333333333324,20.646666666666665,21.65,330.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-2.6700000000000017,2,True,True
26125,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 19:02:00,22.33,54.5,20.0,5.0,-2.6700000000000017,21.65,18.85,0.6799999999999997,0.022666666666666658,20.94333333333333,22.33,360.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.2699999999999996,2,True,True
26126,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 19:32:00,18.27,45.7,20.0,5.0,-3.2699999999999996,22.33,21.65,-4.059999999999999,-0.13533333333333328,20.749999999999996,22.33,390.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.6499999999999986,2,True,True
26127,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 20:02:00,19.76,62.7,20.0,5.0,-4.760000000000002,18.27,22.33,1.490000000000002,0.049666666666666734,20.12,22.33,420.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-2.9499999999999993,2,True,True
26128,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 20:32:00,18.65,41.3,20.0,5.0,-3.6499999999999986,19.76,18.27,-1.110000000000003,-0.0370000000000001,18.89333333333333,19.76,450.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-2.9499999999999993,2,True,True
26129,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 21:02:00,17.95,54.2,20.0,5.0,-2.9499999999999993,18.65,19.76,-0.6999999999999993,-0.02333333333333331,18.786666666666665,19.76,480.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.4800000000000004,2,True,True
26130,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 21:32:00,21.52,54.0,20.0,5.0,-3.4800000000000004,17.95,18.65,3.5700000000000003,0.11900000000000001,19.37333333333333,21.52,510.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-4.649999999999999,2,True,True
26131,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 22:02:00,19.8,57.4,20.0,5.0,-4.800000000000001,21.52,17.95,-1.7199999999999989,-0.0573333333333333,19.756666666666668,21.52,540.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-4.649999999999999,2,True,True
26132,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 22:32:00,20.35,41.3,20.0,5.0,-4.649999999999999,19.8,21.52,0.5500000000000007,0.018333333333333358,20.55666666666667,21.52,570.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.9299999999999997,2,True,True
26133,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 23:02:00,19.89,42.3,20.0,5.0,-4.890000000000001,20.35,19.8,-0.46000000000000085,-0.015333333333333362,20.013333333333335,20.35,600.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.9299999999999997,2,True,True
26134,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-20 23:32:00,21.07,40.7,20.0,5.0,-3.9299999999999997,19.89,20.35,1.1799999999999997,0.039333333333333324,20.436666666666667,21.07,630.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.0500000000000007,2,True,True
26135,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-21 00:02:00,20.54,54.5,20.0,5.0,-4.460000000000001,21.07,19.89,-0.5300000000000011,-0.017666666666666705,20.5,21.07,660.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,-3.0500000000000007,1,True,True
26136,VIA-01089,ORD-2026-01989,CAM-26,PROD-048,2026-08-21 00:32:00,21.95,48.7,20.0,5.0,-3.0500000000000007,20.54,21.07,1.4100000000000001,0.04700000000000001,21.186666666666667,21.95,690.0,Seco,Refrigerado,8000,Tarija,344.0,48.0,False,False,0,,0,True,False
26137,VIA-01090,ORD-2026-06698,CAM-01,PROD-024,2026-08-06 04:08:00,18.41,50.7,20.0,5.0,-3.41,,,,,18.41,18.41,0.0,Seco,Refrigerado,5000,Cochabamba,201.0,48.0,False,False,0,-4.379999999999999,2,True,True
26138,VIA-01090,ORD-2026-06698,CAM-01,PROD-024,2026-08-06 04:38:00,20.04,47.9,20.0,5.0,-4.960000000000001,18.41,,1.629999999999999,0.0543333333333333,19.225,20.04,30.0,Seco,Refrigerado,5000,Cochabamba,201.0,48.0,False,False,0,-3.6000000000000014,2,True,True
26139,VIA-01090,ORD-2026-06698,CAM-01,PROD-024,2026-08-06 05:08:00,19.38,51.4,20.0,5.0,-4.379999999999999,20.04,18.41,-0.6600000000000001,-0.022000000000000006,19.276666666666667,20.04,60.0,Seco,Refrigerado,5000,Cochabamba,201.0,48.0,False,False,0,-2.0700000000000003,2,True,True
26140,VIA-01090,ORD-2026-06698,CAM-01,PROD-024,2026-08-06 05:38:00,18.6,41.3,20.0,5.0,-3.6000000000000014,19.38,20.04,-0.7799999999999976,-0.02599999999999992,19.34,20.04,90.0,Seco,Refrigerado,5000,Cochabamba,201.0,48.0,False,False,0,-2.0700000000000003,2,True,True
26141,VIA-01090,ORD-2026-06698,CAM-01,PROD-024,2026-08-06 06:08:00,22.93,34.8,20.0,5.0,-2.0700000000000003,18.6,19.38,4.329999999999998,0.14433333333333329,20.303333333333335,22.93,120.0,Seco,Refrigerado,5000,Cochabamba,201.0,48.0,False,False,0,-4.359999999999999,2,True,True
26142,VIA-01090,ORD-2026-06698,CAM-01,PROD-024,2026-08-06 06:38:00,19.92,52.9,20.0,5.0,-4.920000000000002,22.93,18.6,-3.009999999999998,-0.10033333333333326,20.483333333333334,22.93,150.0,Seco,Refrigerado,5000,Cochabamba,201.0,48.0,False,False,0,-4.07,2,True,True
26143,VIA-01090,ORD-2026-06698,CAM-01,PROD-024,2026-08-06 07:08:00,20.64,38.3,20.0,5.0,-4.359999999999999,19.92,22.93,0.7199999999999989,0.023999999999999962,21.163333333333334,22.93,180.0,Seco,Refrigerado,5000,Cochabamba,201.0,48.0,False,False,0,-3.2699999999999996,2,True,True
26144,VIA-01090,ORD-2026-06698,CAM-01,PROD-024,2026-08-06 07:38:00,19.07,53.5,20.0,5.0,-4.07,20.64,19.92,-1.5700000000000003,-0.05233333333333334,19.87666666666667,20.64,210.0,Seco,Refrigerado,5000,Cochabamba,201.0,48.0,False,False,0,-3.2699999999999996,2,True,True
26145,VIA-01090,ORD-2026-06698,CAM-01,PROD-024,2026-08-06 08:08:00,21.73,51.2,20.0,5.0,-3.2699999999999996,19.07,20.64,2.66,0.08866666666666667,20.48,21.73,240.0,Seco,Refrigerado,5000,Cochabamba,201.0,48.0,False,False,0,-2.469999999999999,2,True,True
26146,VIA-01090,ORD-2026-06698,CAM-01,PROD-024,2026-08-06 08:38:00,19.51,53.2,20.0,5.0,-4.510000000000002,21.73,19.07,-2.219999999999999,-0.07399999999999997,20.103333333333335,21.73,270.0,Seco,Refrigerado,5000,Cochabamba,201.0,48.0,False,False,0,-2.469999999999999,2,True,True
26147,VIA-01090,ORD-2026-06698,CAM-01,PROD-024,2026-08-06 09:08:00,22.53,46.9,20.0,5.0,-2.469999999999999,19.51,21.73,3.0199999999999996,0.10066666666666665,21.256666666666668,22.53,300.0,Seco,Refrigerado,5000,Cochabamba,201.0,48.0,False,False,0,-3.789999999999999,2,True,True
26148,VIA-01090,ORD-2026-06698,CAM-01,PROD-024,2026-08-06 09:38:00,21.21,41.2,20.0,5.0,-3.789999999999999,22.53,19.51,-1.3200000000000003,-0.04400000000000001,21.083333333333336,22.53,330.0,Seco,Refrigerado,5000,Cochabamba,201.0,48.0,False,False,0,-4.620000000000001,2,True,True
