viaje_id,order_id,camion_id_tratado,producto_id,inicio_viaje,fin_viaje,n_lecturas,n_lecturas_observadas,temperatura_promedio_c,temperatura_maxima_c,n_desviaciones,categoria_logistica,tipo_camion,centro_distribucion,tuvo_desviacion,apto_kpi_termico_observado
VIA-00447,ORD-2026-05229,CAM-28,PROD-054,2026-08-19 14:47:00,2026-08-20 02:17:00,24,24,-17.96708333333333,-16.47,0,Congelado,Refrigerado,La Paz,False,True
VIA-00448,ORD-2026-00148,CAM-08,PROD-013,2026-08-15 03:21:00,2026-08-15 14:51:00,24,24,3.90875,5.9,0,Fresco,Refrigerado,Santa Cruz,False,True
VIA-00449,ORD-2026-05136,CAM-19,PROD-024,2026-08-03 15:25:00,2026-08-04 02:55:00,24,24,20.155833333333334,23.03,0,Seco,Refrigerado,Tarija,False,True
VIA-00450,ORD-2026-04980,CAM-29,PROD-048,2026-08-12 16:50:00,2026-08-13 04:20:00,24,24,20.065,23.84,0,Seco,Seco,Santa Cruz,False,True
VIA-00451,ORD-2026-03728,CAM-08,PROD-051,2026-08-07 09:41:00,2026-08-07 21:11:00,24,24,-18.0575,-16.72,0,Congelado,Refrigerado,Santa Cruz,False,True
VIA-00452,ORD-2026-01085,CAM-25,PROD-015,2026-08-19 22:32:00,2026-08-20 10:02:00,24,24,4.050416666666666,5.32,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00453,ORD-2026-06672,CAM-29,PROD-059,2026-08-13 08:22:00,2026-08-13 19:52:00,24,24,19.828333333333333,23.6,0,Seco,Seco,Santa Cruz,False,True
VIA-00454,ORD-2026-06644,CAM-19,PROD-046,2026-08-12 12:05:00,2026-08-12 23:35:00,24,24,20.214166666666667,22.68,0,Seco,Refrigerado,Tarija,False,True
VIA-00455,ORD-2026-00920,CAM-19,PROD-009,2026-08-16 20:59:00,2026-08-17 08:29:00,24,24,4.255416666666666,5.67,0,Fresco,Refrigerado,Tarija,False,True
VIA-00456,ORD-2026-05833,CAM-23,PROD-019,2026-08-06 08:04:00,2026-08-06 19:34:00,24,24,19.87875,23.12,0,Seco,Seco,Santa Cruz,False,True
VIA-00457,ORD-2026-01549,CAM-23,PROD-020,2026-08-19 10:43:00,2026-08-19 21:43:00,23,23,19.669565217391302,23.26,0,Seco,Seco,Santa Cruz,False,True
VIA-00458,ORD-2026-01809,CAM-03,PROD-031,2026-08-04 06:54:00,2026-08-04 18:24:00,24,24,21.113333333333333,28.51,4,Seco,Seco,Oruro,True,True
VIA-00459,ORD-2026-07455,CAM-09,PROD-012,2026-08-24 03:21:00,2026-08-24 14:51:00,24,24,20.3,23.09,0,Seco,Seco,Santa Cruz,False,True
VIA-00460,ORD-2026-04458,CAM-03,PROD-042,2026-08-26 19:18:00,2026-08-27 06:48:00,24,24,20.683333333333334,24.86,0,Seco,Seco,Oruro,False,True
VIA-00461,ORD-2026-00657,CAM-27,PROD-044,2026-08-06 19:30:00,2026-08-07 07:00:00,24,24,4.038333333333333,5.76,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00462,ORD-2026-02420,CAM-06,PROD-018,2026-08-09 11:36:00,2026-08-09 23:06:00,24,0,,,0,Seco,Seco,Cochabamba,False,False
VIA-00463,ORD-2026-02700,CAM-28,PROD-026,2026-08-06 22:55:00,2026-08-07 10:25:00,24,0,,,0,Fresco,Refrigerado,La Paz,False,False
VIA-00464,ORD-2026-04877,CAM-23,PROD-014,2026-08-16 05:10:00,2026-08-16 16:40:00,24,24,19.357916666666664,23.29,0,Seco,Seco,Santa Cruz,False,True
VIA-00465,ORD-2026-03454,CAM-04,PROD-002,2026-08-24 16:55:00,2026-08-25 04:25:00,24,23,20.583913043478262,24.67,0,Seco,Seco,La Paz,False,True
VIA-00466,ORD-2026-05763,CAM-19,PROD-027,2026-08-13 19:55:00,2026-08-14 07:25:00,24,24,4.027083333333334,5.2,0,Fresco,Refrigerado,Tarija,False,True
VIA-00467,ORD-2026-07428,CAM-26,PROD-053,2026-08-15 10:08:00,2026-08-15 21:08:00,23,23,4.38,5.86,0,Fresco,Refrigerado,Tarija,False,True
VIA-00468,ORD-2026-00122,CAM-22,PROD-009,2026-08-10 02:46:00,2026-08-10 14:16:00,24,24,4.057916666666666,5.76,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00469,ORD-2026-01442,CAM-27,PROD-057,2026-08-18 21:53:00,2026-08-19 09:23:00,24,24,19.940833333333334,23.08,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00470,ORD-2026-00187,CAM-11,PROD-035,2026-08-30 03:42:00,2026-08-30 14:42:00,23,23,-17.781739130434783,-15.67,1,Congelado,Refrigerado,Cochabamba,True,True
VIA-00471,ORD-2026-03509,CAM-08,PROD-013,2026-08-25 17:13:00,2026-08-26 04:43:00,24,24,5.6025,11.42,5,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00472,ORD-2026-07147,CAM-11,PROD-049,2026-08-08 19:20:00,2026-08-09 06:50:00,24,0,,,0,Fresco,Refrigerado,Cochabamba,False,False
VIA-00473,ORD-2026-02734,CAM-19,PROD-003,2026-08-16 15:05:00,2026-08-17 02:35:00,24,24,19.679583333333333,22.33,0,Seco,Refrigerado,Tarija,False,True
VIA-00474,ORD-2026-05908,CAM-22,PROD-060,2026-08-10 01:36:00,2026-08-10 13:06:00,24,23,-16.47086956521739,-9.29,5,Congelado,Refrigerado,Cochabamba,True,True
VIA-00475,ORD-2026-01792,CAM-03,PROD-016,2026-08-27 15:42:00,2026-08-28 03:12:00,23,22,19.822727272727274,22.62,0,Seco,Seco,Oruro,False,True
VIA-00476,ORD-2026-06679,CAM-25,PROD-009,2026-08-08 16:31:00,2026-08-09 04:01:00,24,24,5.2004166666666665,11.66,5,Fresco,Refrigerado,Cochabamba,True,True
VIA-00477,ORD-2026-06450,CAM-24,PROD-035,2026-08-04 15:10:00,2026-08-05 02:40:00,24,24,-18.125833333333333,-16.77,1,Congelado,Refrigerado,Oruro,True,True
VIA-00478,ORD-2026-00466,CAM-26,PROD-013,2026-08-03 12:56:00,2026-08-04 00:26:00,24,24,4.1433333333333335,5.39,0,Fresco,Refrigerado,Tarija,False,True
VIA-00479,ORD-2026-02418,CAM-06,PROD-005,2026-08-16 00:54:00,2026-08-16 12:24:00,24,24,20.175416666666667,26.25,1,Seco,Seco,Cochabamba,True,True
VIA-00480,ORD-2026-00353,CAM-26,PROD-016,2026-08-03 08:51:00,2026-08-03 20:21:00,24,24,20.216666666666665,23.43,1,Seco,Refrigerado,Tarija,True,True
VIA-00481,ORD-2026-05714,CAM-28,PROD-041,2026-08-12 16:53:00,2026-08-13 04:23:00,24,24,-17.993333333333332,-15.95,1,Congelado,Refrigerado,La Paz,True,True
VIA-00482,ORD-2026-03032,CAM-06,PROD-012,2026-08-05 18:20:00,2026-08-06 05:50:00,24,24,19.747083333333332,22.14,0,Seco,Seco,Cochabamba,False,True
VIA-00483,ORD-2026-00918,CAM-24,PROD-038,2026-08-27 19:49:00,2026-08-28 07:19:00,24,24,20.125833333333333,24.11,0,Seco,Refrigerado,Oruro,False,True
VIA-00484,ORD-2026-04669,CAM-24,PROD-041,2026-08-10 23:32:00,2026-08-11 11:02:00,24,23,-17.66695652173913,-16.26,0,Congelado,Refrigerado,Oruro,False,True
VIA-00485,ORD-2026-03328,CAM-24,PROD-052,2026-08-16 15:57:00,2026-08-17 03:27:00,24,24,4.160416666666666,5.46,0,Fresco,Refrigerado,Oruro,False,True
VIA-00486,ORD-2026-04675,CAM-08,PROD-053,2026-08-09 07:32:00,2026-08-09 19:02:00,24,24,4.129583333333334,6.35,2,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00487,ORD-2026-00019,CAM-24,PROD-028,2026-08-20 02:43:00,2026-08-20 14:13:00,24,0,,,0,Seco,Refrigerado,Oruro,False,False
VIA-00488,ORD-2026-03803,CAM-19,PROD-035,2026-08-11 19:09:00,2026-08-12 06:39:00,24,24,-18.05875,-16.45,0,Congelado,Refrigerado,Tarija,False,True
VIA-00489,ORD-2026-00348,CAM-10,PROD-013,2026-08-09 03:31:00,2026-08-09 15:01:00,24,24,3.9925,5.2,0,Fresco,Refrigerado,La Paz,False,True
VIA-00490,ORD-2026-02807,CAM-22,PROD-052,2026-08-13 10:24:00,2026-08-13 21:54:00,24,24,3.6766666666666663,5.7,1,Fresco,Refrigerado,Cochabamba,True,True
VIA-00491,ORD-2026-01986,CAM-25,PROD-048,2026-08-21 11:06:00,2026-08-21 22:36:00,24,24,20.176666666666666,23.24,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00492,ORD-2026-01737,CAM-20,PROD-023,2026-08-02 09:19:00,2026-08-02 20:49:00,24,24,4.135416666666667,5.55,1,Fresco,Refrigerado,Oruro,True,True
VIA-00493,ORD-2026-00167,CAM-25,PROD-008,2026-08-01 08:35:00,2026-08-01 20:05:00,24,23,-18.054782608695653,-16.51,0,Congelado,Refrigerado,Cochabamba,False,True
VIA-00494,ORD-2026-00703,CAM-20,PROD-048,2026-08-24 16:45:00,2026-08-25 04:15:00,24,24,19.834999999999997,23.07,0,Seco,Refrigerado,Oruro,False,True
VIA-00495,ORD-2026-02596,CAM-26,PROD-039,2026-08-09 13:40:00,2026-08-10 01:10:00,24,24,20.011666666666667,23.42,0,Seco,Refrigerado,Tarija,False,True
VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 04:59:00,2026-08-09 16:29:00,24,24,21.2925,29.69,3,Seco,Refrigerado,La Paz,True,True
VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 04:55:00,2026-08-16 16:25:00,23,23,20.198695652173914,24.39,0,Seco,Seco,Oruro,False,True
VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 14:53:00,2026-08-12 02:23:00,24,24,20.01037037037037,25.09,1,Seco,Seco,Oruro,True,True
VIA-00499,ORD-2026-05968,CAM-11,PROD-056,2026-08-25 09:52:00,2026-08-25 21:22:00,24,24,5.38,10.63,5,Fresco,Refrigerado,Cochabamba,True,True
VIA-00500,ORD-2026-02259,CAM-03,PROD-016,2026-08-14 06:01:00,2026-08-14 17:31:00,24,24,19.581666666666667,22.31,0,Seco,Seco,Oruro,False,True
VIA-00501,ORD-2026-02139,CAM-25,PROD-040,2026-08-11 06:12:00,2026-08-11 17:42:00,24,24,19.922083333333333,23.35,1,Seco,Refrigerado,Cochabamba,True,True
VIA-00502,ORD-2026-02513,CAM-08,PROD-047,2026-08-02 00:59:00,2026-08-02 12:29:00,24,24,5.1875,10.15,5,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00503,ORD-2026-01320,CAM-20,PROD-043,2026-08-28 20:41:00,2026-08-29 08:11:00,24,23,-18.023478260869563,-16.14,0,Congelado,Refrigerado,Oruro,False,True
VIA-00504,ORD-2026-02446,CAM-20,PROD-048,2026-08-06 16:04:00,2026-08-07 03:34:00,24,24,20.795833333333334,24.17,0,Seco,Refrigerado,,False,True
VIA-00505,ORD-2026-02549,CAM-23,PROD-029,2026-08-11 08:08:00,2026-08-11 19:08:00,23,23,19.286521739130436,22.36,0,Seco,Seco,Santa Cruz,False,True
VIA-00506,ORD-2026-07489,CAM-19,PROD-039,2026-08-30 18:57:00,2026-08-31 06:27:00,24,24,19.4675,22.33,0,Seco,Refrigerado,Tarija,False,True
VIA-00507,ORD-2026-05674,CAM-27,PROD-044,2026-08-09 17:32:00,2026-08-10 05:02:00,24,24,3.9895833333333335,5.48,1,Fresco,Refrigerado,Cochabamba,True,True
VIA-00508,ORD-2026-00070,CAM-27,PROD-042,2026-08-02 12:44:00,2026-08-03 00:14:00,24,24,20.065416666666668,23.02,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00509,ORD-2026-05559,CAM-27,PROD-030,2026-08-11 09:03:00,2026-08-11 20:33:00,23,23,19.99608695652174,23.8,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00510,ORD-2026-06150,CAM-24,PROD-053,2026-08-10 22:11:00,2026-08-11 09:41:00,24,24,3.5004166666666667,4.69,0,Fresco,Refrigerado,Oruro,False,True
VIA-00511,ORD-2026-03805,CAM-08,PROD-026,2026-08-16 21:11:00,2026-08-17 08:41:00,24,0,,,0,Fresco,Refrigerado,Santa Cruz,False,False
VIA-00512,ORD-2026-04777,CAM-11,PROD-037,2026-08-03 16:43:00,2026-08-04 04:13:00,24,24,4.12,5.7,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00513,ORD-2026-05733,CAM-12,PROD-003,2026-08-03 16:22:00,2026-08-04 03:52:00,24,24,19.68,22.33,0,Seco,Seco,La Paz,False,True
VIA-00514,ORD-2026-01293,CAM-26,PROD-024,2026-08-15 19:54:00,2026-08-16 07:24:00,24,24,20.577083333333334,24.2,0,Seco,Refrigerado,Tarija,False,True
VIA-00515,ORD-2026-04010,CAM-17,PROD-012,2026-08-09 05:46:00,2026-08-09 17:16:00,24,24,19.72375,23.35,1,Seco,Seco,Cochabamba,True,True
VIA-00516,ORD-2026-05997,CAM-19,PROD-031,2026-08-22 14:05:00,2026-08-23 01:35:00,24,24,20.18875,24.27,0,Seco,Refrigerado,Tarija,False,True
VIA-00517,ORD-2026-05270,CAM-03,PROD-030,2026-08-21 21:07:00,2026-08-22 08:37:00,24,24,20.626250000000002,23.88,0,Seco,Seco,Oruro,False,True
VIA-00518,ORD-2026-06065,CAM-24,PROD-001,2026-08-29 07:31:00,2026-08-29 19:01:00,24,24,3.6670833333333337,5.68,0,Fresco,Refrigerado,Oruro,False,True
VIA-00519,ORD-2026-03330,CAM-26,PROD-003,2026-08-24 00:10:00,2026-08-24 11:40:00,24,24,19.761666666666667,22.63,0,Seco,Refrigerado,Tarija,False,True
VIA-00520,ORD-2026-05933,CAM-26,PROD-008,2026-08-22 05:58:00,2026-08-22 17:28:00,24,24,-17.749166666666667,-16.15,0,Congelado,Refrigerado,Tarija,False,True
VIA-00521,ORD-2026-05841,CAM-19,PROD-053,2026-08-11 12:44:00,2026-08-12 00:14:00,24,24,3.8779166666666662,4.89,0,Fresco,Refrigerado,Tarija,False,True
VIA-00522,ORD-2026-06048,CAM-08,PROD-045,2026-08-15 15:51:00,2026-08-16 03:21:00,24,24,4.351666666666667,6.04,1,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00523,ORD-2026-01148,CAM-09,PROD-055,2026-08-12 03:26:00,2026-08-12 14:56:00,24,24,19.8025,23.05,0,Seco,Seco,Santa Cruz,False,True
VIA-00524,ORD-2026-03064,CAM-07,PROD-003,2026-08-05 12:15:00,2026-08-05 23:45:00,24,24,19.89708333333333,25.38,1,Seco,Seco,La Paz,True,True
VIA-00525,ORD-2026-04100,CAM-22,PROD-015,2026-08-21 09:52:00,2026-08-21 21:22:00,24,24,3.9225,5.05,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00526,ORD-2026-02136,CAM-19,PROD-046,2026-08-25 07:45:00,2026-08-25 19:15:00,24,24,21.49083333333333,27.37,4,Seco,Refrigerado,Tarija,True,True
VIA-00527,ORD-2026-03607,CAM-20,PROD-035,2026-08-08 21:43:00,2026-08-09 09:13:00,24,24,-17.83625,-16.08,1,Congelado,Refrigerado,Oruro,True,True
VIA-00528,ORD-2026-00292,CAM-16,PROD-024,2026-08-02 19:45:00,2026-08-03 07:15:00,24,24,20.04375,21.95,0,Seco,Seco,Oruro,False,True
VIA-00529,ORD-2026-05310,CAM-09,PROD-028,2026-08-05 10:45:00,2026-08-05 22:15:00,24,0,,,0,Seco,Seco,Santa Cruz,False,False
VIA-00530,ORD-2026-00123,CAM-20,PROD-006,2026-08-15 06:50:00,2026-08-15 18:20:00,24,24,20.392916666666668,24.54,0,Seco,Refrigerado,Oruro,False,True
VIA-00531,ORD-2026-07401,CAM-08,PROD-058,2026-08-06 23:25:00,2026-08-07 10:55:00,24,24,-18.00583333333333,-16.31,0,Congelado,Refrigerado,Santa Cruz,False,True
VIA-00532,ORD-2026-04733,CAM-23,PROD-019,2026-08-30 16:23:00,2026-08-31 03:53:00,23,23,19.971304347826084,22.98,0,Seco,Seco,Santa Cruz,False,True
VIA-00533,ORD-2026-06751,CAM-11,PROD-017,2026-08-09 20:15:00,2026-08-10 07:45:00,23,22,19.832272727272727,24.34,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00534,ORD-2026-06480,CAM-19,PROD-058,2026-08-05 02:50:00,2026-08-05 14:20:00,24,24,-16.347083333333334,-9.01,6,Congelado,Refrigerado,Tarija,True,True
VIA-00535,ORD-2026-04368,CAM-11,PROD-010,2026-08-23 13:22:00,2026-08-24 00:52:00,24,24,20.259583333333335,22.7,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00536,ORD-2026-01769,CAM-25,PROD-039,2026-08-28 02:03:00,2026-08-28 13:33:00,24,24,19.62375,22.24,0,Seco,Refrigerado,Cochabamba,False,True
VIA-00537,ORD-2026-06013,CAM-24,PROD-011,2026-08-19 05:41:00,2026-08-19 17:11:00,24,24,-17.76875,-15.34,2,Congelado,Refrigerado,Oruro,True,True
VIA-00538,ORD-2026-07032,CAM-09,PROD-016,2026-08-11 18:29:00,2026-08-12 05:59:00,24,24,19.714583333333334,23.81,0,Seco,Seco,Santa Cruz,False,True
VIA-00539,ORD-2026-01406,CAM-12,PROD-041,2026-08-07 17:52:00,2026-08-08 05:22:00,24,23,-16.387826086956522,-9.77,6,Congelado,Seco,La Paz,True,True
VIA-00540,ORD-2026-01396,CAM-15,PROD-026,2026-08-10 02:51:00,2026-08-10 14:21:00,24,0,,,0,Fresco,Refrigerado,La Paz,False,False
VIA-00541,ORD-2026-07125,CAM-04,PROD-055,2026-08-12 11:52:00,2026-08-12 23:22:00,24,24,20.325833333333332,23.1,0,Seco,Seco,La Paz,False,True
VIA-00542,ORD-2026-00425,CAM-08,PROD-001,2026-08-06 18:29:00,2026-08-07 05:59:00,24,24,5.105416666666667,10.42,5,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00543,ORD-2026-03706,CAM-24,PROD-031,2026-08-28 19:31:00,2026-08-29 07:01:00,22,22,20.12409090909091,22.89,0,Seco,Refrigerado,Oruro,False,True
VIA-00544,ORD-2026-02077,CAM-08,PROD-019,2026-08-12 17:23:00,2026-08-13 04:53:00,24,24,20.151666666666667,22.63,0,Seco,Refrigerado,Santa Cruz,False,True
VIA-00545,ORD-2026-06674,CAM-19,PROD-026,2026-08-06 23:11:00,2026-08-07 10:41:00,24,0,,,0,Fresco,Refrigerado,Tarija,False,False
VIA-00546,ORD-2026-00496,CAM-03,PROD-040,2026-08-17 15:50:00,2026-08-18 03:20:00,24,24,20.107499999999998,23.22,0,Seco,Seco,Oruro,False,True
VIA-00547,ORD-2026-04094,CAM-30,PROD-028,2026-08-01 17:07:00,2026-08-02 04:37:00,24,0,,,0,Seco,Seco,Cochabamba,False,False
VIA-00548,ORD-2026-02360,CAM-02,PROD-021,2026-08-02 19:09:00,2026-08-03 06:39:00,24,24,5.245,10.63,5,Fresco,Refrigerado,Cochabamba,True,True
VIA-00549,ORD-2026-03425,CAM-26,PROD-024,2026-08-23 10:08:00,2026-08-23 21:38:00,24,24,20.06125,22.17,0,Seco,Refrigerado,Tarija,False,True
VIA-00550,ORD-2026-07205,CAM-01,PROD-043,2026-08-04 15:11:00,2026-08-05 02:41:00,24,23,-18.075652173913046,-16.99,0,Congelado,Refrigerado,Cochabamba,False,True
VIA-00551,ORD-2026-06662,CAM-27,PROD-045,2026-08-29 21:06:00,2026-08-30 08:36:00,24,24,4.198333333333333,5.38,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00552,ORD-2026-06919,CAM-16,PROD-042,2026-08-11 23:17:00,2026-08-12 10:47:00,24,24,20.079166666666666,23.54,0,Seco,Seco,Oruro,False,True
VIA-00553,ORD-2026-04142,CAM-28,PROD-016,2026-08-24 11:26:00,2026-08-24 22:56:00,24,24,19.6825,22.79,0,Seco,Refrigerado,La Paz,False,True
VIA-00554,ORD-2026-03916,CAM-26,PROD-033,2026-08-29 18:09:00,2026-08-30 05:39:00,24,24,20.712083333333336,23.45,0,Seco,Refrigerado,Tarija,False,True
VIA-00555,ORD-2026-05267,CAM-20,PROD-021,2026-08-02 02:24:00,2026-08-02 13:54:00,23,23,4.071739130434783,5.15,0,Fresco,Refrigerado,Oruro,False,True
VIA-00556,ORD-2026-03168,CAM-04,PROD-033,2026-08-24 20:53:00,2026-08-25 08:23:00,24,24,19.595833333333335,21.85,0,Seco,Seco,La Paz,False,True
VIA-00557,ORD-2026-01787,CAM-19,PROD-008,2026-08-25 16:45:00,2026-08-26 04:15:00,24,24,-17.800416666666667,-15.11,1,Congelado,Refrigerado,Tarija,True,True
VIA-00558,ORD-2026-00813,CAM-04,PROD-028,2026-08-10 10:23:00,2026-08-10 21:53:00,24,0,,,0,Seco,Seco,,False,False
VIA-00559,ORD-2026-02728,CAM-12,PROD-014,2026-08-17 10:27:00,2026-08-17 21:57:00,24,24,19.496666666666666,23.42,0,Seco,Seco,La Paz,False,True
VIA-00560,ORD-2026-04169,CAM-12,PROD-046,2026-08-16 00:18:00,2026-08-16 11:18:00,23,23,20.308695652173913,23.9,0,Seco,Seco,La Paz,False,True
VIA-00561,ORD-2026-02554,CAM-08,PROD-046,2026-08-20 15:49:00,2026-08-21 03:19:00,24,24,20.318703703703704,22.95,0,Seco,Refrigerado,Santa Cruz,False,True
VIA-00562,ORD-2026-05333,CAM-20,PROD-015,2026-08-23 22:01:00,2026-08-24 09:31:00,24,24,4.02875,5.9,0,Fresco,Refrigerado,Oruro,False,True
VIA-00563,ORD-2026-01083,CAM-24,PROD-052,2026-08-12 15:23:00,2026-08-13 02:53:00,24,24,3.8937500000000003,6.15,2,Fresco,Refrigerado,Oruro,True,True
VIA-00564,ORD-2026-05509,CAM-08,PROD-044,2026-08-25 20:22:00,2026-08-26 07:52:00,24,24,4.05875,6.08,1,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00565,ORD-2026-00091,CAM-08,PROD-043,2026-08-22 17:57:00,2026-08-23 05:27:00,24,24,-18.066666666666666,-16.94,0,Congelado,Refrigerado,Santa Cruz,False,True
VIA-00566,ORD-2026-04755,CAM-10,PROD-016,2026-08-05 09:02:00,2026-08-05 20:32:00,24,24,20.0425,23.0,0,Seco,Refrigerado,La Paz,False,True
VIA-00567,ORD-2026-04493,CAM-08,PROD-052,2026-08-21 17:23:00,2026-08-22 04:53:00,24,23,3.8839130434782607,6.21,1,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00568,ORD-2026-07297,CAM-16,PROD-007,2026-08-10 13:11:00,2026-08-11 00:41:00,24,24,20.019675925925927,23.072222222222223,0,Seco,Seco,Oruro,False,True
VIA-00569,ORD-2026-03745,CAM-28,PROD-002,2026-08-05 12:57:00,2026-08-06 00:27:00,24,24,20.255,23.06,0,Seco,Refrigerado,La Paz,False,True
VIA-00570,ORD-2026-06012,CAM-11,PROD-001,2026-08-11 03:28:00,2026-08-11 14:58:00,24,24,4.00875,5.6,0,Fresco,Refrigerado,Cochabamba,False,True
VIA-00571,ORD-2026-01188,CAM-19,PROD-049,2026-08-16 18:44:00,2026-08-17 06:14:00,23,0,,,0,Fresco,Refrigerado,Tarija,False,False
VIA-00572,ORD-2026-00494,CAM-26,PROD-048,2026-08-19 02:41:00,2026-08-19 14:11:00,24,24,20.449166666666667,23.58,0,Seco,Refrigerado,Tarija,False,True
VIA-00573,ORD-2026-03959,CAM-09,PROD-012,2026-08-23 22:23:00,2026-08-24 09:53:00,24,24,20.175416666666667,23.38,0,Seco,Seco,Santa Cruz,False,True
VIA-00574,ORD-2026-01802,CAM-16,PROD-024,2026-08-18 18:40:00,2026-08-19 06:10:00,24,24,20.103333333333335,24.2,0,Seco,Seco,Oruro,False,True
VIA-00575,ORD-2026-02278,CAM-22,PROD-054,2026-08-26 15:27:00,2026-08-27 02:57:00,24,24,-17.9425,-15.04,2,Congelado,Refrigerado,Cochabamba,True,True
VIA-00576,ORD-2026-05478,CAM-16,PROD-020,2026-08-23 04:49:00,2026-08-23 15:49:00,23,23,20.709130434782608,24.36,0,Seco,Seco,Oruro,False,True
VIA-00577,ORD-2026-06985,CAM-24,PROD-045,2026-08-22 09:46:00,2026-08-22 21:16:00,24,24,4.175,5.44,0,Fresco,Refrigerado,Oruro,False,True
VIA-00578,ORD-2026-06086,CAM-16,PROD-033,2026-08-07 12:58:00,2026-08-08 00:28:00,24,24,19.826666666666664,23.39,0,Seco,Seco,Oruro,False,True
VIA-00579,ORD-2026-04681,CAM-08,PROD-034,2026-08-28 09:13:00,2026-08-28 20:43:00,24,24,3.9766666666666666,5.11,1,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00580,ORD-2026-05580,CAM-20,PROD-013,2026-08-19 09:11:00,2026-08-19 20:41:00,24,24,4.130833333333333,5.11,0,Fresco,Refrigerado,Oruro,False,True
VIA-00581,ORD-2026-06861,CAM-05,PROD-057,2026-08-09 13:23:00,2026-08-10 00:53:00,24,24,19.91,23.16,0,Seco,Seco,Cochabamba,False,True
VIA-00582,ORD-2026-00156,CAM-24,PROD-008,2026-08-23 16:43:00,2026-08-24 04:13:00,24,24,-18.189583333333335,-16.59,0,Congelado,Refrigerado,Oruro,False,True
VIA-00583,ORD-2026-06927,CAM-22,PROD-060,2026-08-01 20:47:00,2026-08-02 08:17:00,24,24,-18.294907407407408,-16.9,0,Congelado,Refrigerado,Cochabamba,False,True
VIA-00584,ORD-2026-04073,CAM-02,PROD-001,2026-08-12 06:32:00,2026-08-12 18:02:00,24,23,3.822173913043478,5.53,1,Fresco,Refrigerado,Cochabamba,True,True
VIA-00585,ORD-2026-05467,CAM-19,PROD-030,2026-08-20 12:21:00,2026-08-20 23:51:00,24,24,20.189583333333335,24.01,0,Seco,Refrigerado,Tarija,False,True
VIA-00586,ORD-2026-02651,CAM-24,PROD-038,2026-08-10 14:55:00,2026-08-11 02:25:00,24,24,19.906666666666666,23.16,0,Seco,Refrigerado,Oruro,False,True
VIA-00587,ORD-2026-01643,CAM-23,PROD-003,2026-08-12 02:05:00,2026-08-12 13:35:00,24,24,21.809583333333332,29.44,3,Seco,Seco,Santa Cruz,True,True
VIA-00588,ORD-2026-00674,CAM-26,PROD-027,2026-08-30 16:54:00,2026-08-31 04:24:00,24,23,3.9378260869565214,5.44,0,Fresco,Refrigerado,Tarija,False,True
VIA-00589,ORD-2026-00715,CAM-28,PROD-053,2026-08-26 05:35:00,2026-08-26 17:05:00,24,24,3.9725,6.06,1,Fresco,Refrigerado,La Paz,True,True
VIA-00590,ORD-2026-00108,CAM-26,PROD-004,2026-08-03 04:44:00,2026-08-03 16:14:00,24,24,4.220416666666666,5.84,0,Fresco,Refrigerado,Tarija,False,True
VIA-00591,ORD-2026-05366,CAM-08,PROD-051,2026-08-10 06:59:00,2026-08-10 18:29:00,23,23,-18.269565217391303,-17.3,0,Congelado,Refrigerado,Santa Cruz,False,True
VIA-00592,ORD-2026-02696,CAM-19,PROD-058,2026-08-24 08:08:00,2026-08-24 19:38:00,24,24,-18.02541666666667,-16.81,0,Congelado,Refrigerado,Tarija,False,True
VIA-00593,ORD-2026-01408,CAM-08,PROD-027,2026-08-20 09:55:00,2026-08-20 21:25:00,24,24,5.130416666666666,10.41,7,Fresco,Refrigerado,Santa Cruz,True,True
VIA-00594,ORD-2026-05150,CAM-08,PROD-011,2026-08-12 04:13:00,2026-08-12 15:43:00,24,24,-18.267916666666668,-16.42,1,Congelado,Refrigerado,Santa Cruz,True,True
VIA-00595,ORD-2026-06518,CAM-15,PROD-034,2026-08-03 01:07:00,2026-08-03 12:37:00,24,24,3.9595833333333332,6.07,1,Fresco,Refrigerado,La Paz,True,True
