fila_bronze,movimiento_id,lote_id,producto_id,centro_distribucion,fecha_ingreso,fecha_salida,fecha_vencimiento,cantidad_ingreso,cantidad_salida,cantidad_merma,dias_en_almacen,costo_unitario_bob,movimiento_id_en_cuarentena,movimiento_id_motivo,lote_id_en_cuarentena,lote_id_motivo,producto_id_en_cuarentena,producto_id_motivo,centro_distribucion_en_cuarentena,centro_distribucion_motivo,fecha_ingreso_en_cuarentena,fecha_ingreso_motivo,fecha_salida_en_cuarentena,fecha_salida_motivo,fecha_vencimiento_en_cuarentena,fecha_vencimiento_motivo,cantidad_ingreso_en_cuarentena,cantidad_ingreso_motivo,cantidad_salida_en_cuarentena,cantidad_salida_motivo,cantidad_merma_en_cuarentena,cantidad_merma_motivo,dias_en_almacen_en_cuarentena,dias_en_almacen_motivo,costo_unitario_bob_en_cuarentena,costo_unitario_bob_motivo,en_cuarentena_diagnostico,acciones_tratamiento,motivos_tratamiento,fecha_ingreso_tratada,fecha_salida_tratada,fecha_vencimiento_tratada,producto_id_tratado,cantidad_ingreso_tratada,cantidad_salida_tratada,cantidad_merma_tratada,dias_en_almacen_tratada,costo_unitario_bob_tratada,vida_util_producto_dias_usada,vencimiento_imputado,motivo_cuarentena_final,saldo_unidades_inventario,riesgo_salida_post_vencimiento,riesgo_basado_en_vencimiento_imputado,en_cuarentena_final,decision_tratamiento,apto_kpi_vencimiento_observado
4284,MOV-004284,LOT-2026-04284,PROD-025,Santa Cruz,2026-08-18,2026-09-09,2027-02-14,978,960,16,22,54.32,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-18,2026-09-09,2027-02-14,PROD-025,978,960,16,22,54.32,180.0,False,,2,False,False,False,SILVER,True
4285,MOV-004285,LOT-2026-04285,PROD-004,Santa Cruz,2026-07-30,2026-08-07,2026-08-17,654,630,17,8,16.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-30,2026-08-07,2026-08-17,PROD-004,654,630,17,8,16.27,18.0,False,,7,False,False,False,SILVER,True
4286,MOV-004286,LOT-2026-04286,PROD-030,Santa Cruz,2026-05-12,2026-06-12,2027-05-12,173,169,1,31,34.93,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-12,2026-06-12,2027-05-12,PROD-030,173,169,1,31,34.93,365.0,False,,3,False,False,False,SILVER,True
4287,MOV-004287,LOT-2026-04287,PROD-054,Tarija,2026-05-29,2026-06-07,2026-11-25,365,355,4,9,79.92,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-29,2026-06-07,2026-11-25,PROD-054,365,355,4,9,79.92,180.0,False,,6,False,False,False,SILVER,True
4288,MOV-004288,LOT-2026-04288,PROD-032,Oruro,2026-06-30,2026-07-24,2027-06-30,958,953,5,24,33.13,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-30,2026-07-24,2027-06-30,PROD-032,958,953,5,24,33.13,365.0,False,,0,False,False,False,SILVER,True
4289,MOV-004289,LOT-2026-04289,PROD-049,Santa Cruz,2026-08-01,2026-08-05,2026-08-19,806,785,20,4,53.71,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-01,2026-08-05,2026-08-19,PROD-049,806,785,20,4,53.71,18.0,False,,1,False,False,False,SILVER,True
4290,MOV-004290,LOT-2026-04290,PROD-042,Cochabamba,2026-06-18,2026-07-07,2027-06-18,767,758,5,19,55.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-18,2026-07-07,2027-06-18,PROD-042,767,758,5,19,55.74,365.0,False,,4,False,False,False,SILVER,True
4291,MOV-004291,LOT-2026-04291,PROD-046,Tarija,2026-07-25,2026-08-07,2027-07-25,731,721,5,13,25.66,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-25,2026-08-07,2027-07-25,PROD-046,731,721,5,13,25.66,365.0,False,,5,False,False,False,SILVER,True
4292,MOV-004292,LOT-2026-04292,PROD-030,Cochabamba,2026-07-31,2026-08-15,2027-07-31,158,155,1,15,34.93,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-31,2026-08-15,2027-07-31,PROD-030,158,155,1,15,34.93,365.0,False,,2,False,False,False,SILVER,True
4293,MOV-004293,LOT-2026-04293,PROD-055,La Paz,2026-05-04,2026-05-17,2027-05-04,173,166,1,13,69.47,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-04,2026-05-17,2027-05-04,PROD-055,173,166,1,13,69.47,365.0,False,,6,False,False,False,SILVER,True
4294,MOV-004294,LOT-2026-04294,PROD-027,Oruro,2026-07-01,2026-07-05,2026-07-19,948,920,25,4,64.06,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-01,2026-07-05,2026-07-19,PROD-027,948,920,25,4,64.06,18.0,False,,3,False,False,False,SILVER,True
4295,MOV-004295,LOT-2026-04295,PROD-011,La Paz,2026-08-23,2026-09-02,2027-02-19,246,242,4,10,32.86,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-23,2026-09-02,2027-02-19,PROD-011,246,242,4,10,32.86,180.0,False,,0,False,False,False,SILVER,True
4296,MOV-004296,LOT-2026-04296,PROD-041,Cochabamba,2026-08-27,2026-08-28,2027-02-23,89,81,1,1,48.44,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-27,2026-08-28,2027-02-23,PROD-041,89,81,1,1,48.44,180.0,False,,7,False,False,False,SILVER,True
4297,MOV-004297,LOT-2026-04297,PROD-030,Santa Cruz,2026-05-13,2026-05-26,2027-05-13,138,134,1,13,34.93,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-13,2026-05-26,2027-05-13,PROD-030,138,134,1,13,34.93,365.0,False,,3,False,False,False,SILVER,True
4298,MOV-004298,LOT-2026-04298,PROD-043,Cochabamba,2026-07-04,2026-07-29,2026-12-31,996,975,16,25,16.46,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-04,2026-07-29,2026-12-31,PROD-043,996,975,16,25,16.46,180.0,False,,5,False,False,False,SILVER,True
4299,MOV-004299,LOT-2026-04299,PROD-003,Cochabamba,2026-08-17,2026-08-29,2027-08-17,597,590,3,12,68.01,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-17,2026-08-29,2027-08-17,PROD-003,597,590,3,12,68.01,365.0,False,,4,False,False,False,SILVER,True
4300,MOV-004300,LOT-2026-04300,PROD-021,La Paz,2026-06-10,2026-06-30,2026-06-28,170,162,7,20,83.07,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-06-10,2026-06-30,2026-06-28,PROD-021,170,162,7,20,83.07,18.0,False,,1,True,False,False,SILVER,True
4301,MOV-004301,LOT-2026-04301,PROD-044,Santa Cruz,2026-07-19,2026-08-16,2026-08-06,576,534,35,28,38.35,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-07-19,2026-08-16,2026-08-06,PROD-044,576,534,35,28,38.35,18.0,False,,7,True,False,False,SILVER,True
4302,MOV-004302,LOT-2026-04302,PROD-042,Tarija,2026-06-27,2026-07-11,2027-06-27,604,595,4,14,55.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-27,2026-07-11,2027-06-27,PROD-042,604,595,4,14,55.74,365.0,False,,5,False,False,False,SILVER,True
4303,MOV-004303,LOT-2026-04303,PROD-030,Tarija,2026-06-18,2026-07-22,2027-06-18,50,46,0,34,34.93,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-18,2026-07-22,2027-06-18,PROD-030,50,46,0,34,34.93,365.0,False,,4,False,False,False,SILVER,True
4304,MOV-004304,LOT-2026-04304,PROD-039,La Paz,2026-07-24,2026-08-11,2027-07-24,999,990,5,18,53.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-24,2026-08-11,2027-07-24,PROD-039,999,990,5,18,53.27,365.0,False,,4,False,False,False,SILVER,True
4305,MOV-004305,LOT-2026-04305,PROD-026,Santa Cruz,2026-08-24,2026-08-30,2026-09-11,975,944,28,6,28.64,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-24,2026-08-30,2026-09-11,PROD-026,975,944,28,6,28.64,18.0,False,,3,False,False,False,SILVER,True
4306,MOV-004306,LOT-2026-04306,PROD-048,Tarija,2026-05-24,2026-06-17,2027-05-24,690,681,6,24,49.21,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-24,2026-06-17,2027-05-24,PROD-048,690,681,6,24,49.21,365.0,False,,3,False,False,False,SILVER,True
4307,MOV-004307,LOT-2026-04307,PROD-021,Tarija,2026-07-13,2026-07-29,2026-07-31,422,403,14,16,83.07,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-13,2026-07-29,2026-07-31,PROD-021,422,403,14,16,83.07,18.0,False,,5,False,False,False,SILVER,True
4308,MOV-004308,LOT-2026-04308,PROD-022,La Paz,2026-07-02,2026-07-05,2026-07-20,602,586,15,3,24.66,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-02,2026-07-05,2026-07-20,PROD-022,602,586,15,3,24.66,18.0,False,,1,False,False,False,SILVER,True
4309,MOV-004309,LOT-2026-04309,PROD-024,Oruro,2026-08-10,2026-09-15,2027-08-10,607,602,5,36,16.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-10,2026-09-15,2027-08-10,PROD-024,607,602,5,36,16.74,365.0,False,,0,False,False,False,SILVER,True
4310,MOV-004310,LOT-2026-04310,PROD-003,Tarija,2026-06-24,2026-08-01,2027-06-24,483,474,6,38,68.01,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-24,2026-08-01,2027-06-24,PROD-003,483,474,6,38,68.01,365.0,False,,3,False,False,False,SILVER,True
4311,MOV-004311,LOT-2026-04311,PROD-006,Santa Cruz,2026-07-09,2026-07-25,2027-07-09,548,544,4,16,29.49,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-09,2026-07-25,2027-07-09,PROD-006,548,544,4,16,29.49,365.0,False,,0,False,False,False,SILVER,True
4312,MOV-004312,LOT-2026-04312,PROD-035,Santa Cruz,2026-08-05,2026-08-27,2027-02-01,521,509,6,22,37.84,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-05,2026-08-27,2027-02-01,PROD-035,521,509,6,22,37.84,180.0,False,,6,False,False,False,SILVER,True
4313,MOV-004313,LOT-2026-04313,PROD-050,Santa Cruz,2026-05-25,2026-06-22,2027-05-25,384,381,3,28,46.57,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-25,2026-06-22,2027-05-25,PROD-050,384,381,3,28,46.57,365.0,False,,0,False,False,False,SILVER,True
4314,MOV-004314,LOT-2026-04314,PROD-020,Cochabamba,2026-06-15,2026-07-08,2027-06-15,291,289,2,23,59.96,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-15,2026-07-08,2027-06-15,PROD-020,291,289,2,23,59.96,365.0,False,,0,False,False,False,SILVER,True
4315,MOV-004315,LOT-2026-04315,PROD-024,Santa Cruz,2026-05-03,2026-06-02,2027-05-03,112,109,1,30,16.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-03,2026-06-02,2027-05-03,PROD-024,112,109,1,30,16.74,365.0,False,,2,False,False,False,SILVER,True
4316,MOV-004316,LOT-2026-04316,PROD-033,Tarija,2026-05-04,2026-05-14,2027-05-04,61,57,1,10,30.56,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-04,2026-05-14,2027-05-04,PROD-033,61,57,1,10,30.56,365.0,False,,3,False,False,False,SILVER,True
4317,MOV-004317,LOT-2026-04317,PROD-057,Cochabamba,2026-08-14,2026-09-10,2027-08-14,129,124,1,27,16.73,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-14,2026-09-10,2027-08-14,PROD-057,129,124,1,27,16.73,365.0,False,,4,False,False,False,SILVER,True
4318,MOV-004318,LOT-2026-04318,PROD-012,Cochabamba,2026-08-25,2026-09-06,2027-08-25,945,938,5,12,59.96,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-25,2026-09-06,2027-08-25,PROD-012,945,938,5,12,59.96,365.0,False,,2,False,False,False,SILVER,True
4319,MOV-004319,LOT-2026-04319,PROD-018,La Paz,2026-07-04,2026-07-21,2027-07-04,797,788,5,17,33.66,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-04,2026-07-21,2027-07-04,PROD-018,797,788,5,17,33.66,365.0,False,,4,False,False,False,SILVER,True
4320,MOV-004320,LOT-2026-04320,PROD-016,Cochabamba,2026-07-01,2026-07-25,2027-07-01,701,693,4,24,25.77,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-01,2026-07-25,2027-07-01,PROD-016,701,693,4,24,25.77,365.0,False,,4,False,False,False,SILVER,True
4321,MOV-004321,LOT-2026-04321,PROD-040,La Paz,2026-06-04,2026-06-26,2027-06-04,980,971,7,22,40.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-04,2026-06-26,2027-06-04,PROD-040,980,971,7,22,40.19,365.0,False,,2,False,False,False,SILVER,True
4322,MOV-004322,LOT-2026-04322,PROD-049,Santa Cruz,2026-08-21,2026-08-31,2026-09-08,123,116,3,10,53.71,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-21,2026-08-31,2026-09-08,PROD-049,123,116,3,10,53.71,18.0,False,,4,False,False,False,SILVER,True
4323,MOV-004323,LOT-2026-04323,PROD-015,Oruro,2026-05-23,2026-06-18,2026-06-10,592,562,28,26,68.74,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-05-23,2026-06-18,2026-06-10,PROD-015,592,562,28,26,68.74,18.0,False,,2,True,False,False,SILVER,True
4324,MOV-004324,LOT-2026-04324,PROD-037,La Paz,2026-05-18,2026-05-31,2026-06-05,328,311,10,13,25.76,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-18,2026-05-31,2026-06-05,PROD-037,328,311,10,13,25.76,18.0,False,,7,False,False,False,SILVER,True
4325,MOV-004325,LOT-2026-04325,PROD-045,Oruro,2026-06-18,2026-07-18,2026-07-06,97,87,5,30,27.1,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-06-18,2026-07-18,2026-07-06,PROD-045,97,87,5,30,27.1,18.0,False,,5,True,False,False,SILVER,True
4326,MOV-004326,LOT-2026-04326,PROD-008,Oruro,2026-05-06,2026-05-11,2026-11-02,76,73,1,5,79.52,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-06,2026-05-11,2026-11-02,PROD-008,76,73,1,5,79.52,180.0,False,,2,False,False,False,SILVER,True
4327,MOV-004327,LOT-2026-04327,PROD-016,Tarija,2026-06-03,2026-06-24,2027-06-03,490,486,4,21,25.77,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-03,2026-06-24,2027-06-03,PROD-016,490,486,4,21,25.77,365.0,False,,0,False,False,False,SILVER,True
4328,MOV-004328,LOT-2026-04328,PROD-020,Santa Cruz,2026-05-16,2026-06-05,2027-05-16,449,442,4,20,59.96,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-16,2026-06-05,2027-05-16,PROD-020,449,442,4,20,59.96,365.0,False,,3,False,False,False,SILVER,True
4329,MOV-004329,LOT-2026-04329,PROD-022,Tarija,2026-08-15,2026-08-18,2026-09-02,698,678,18,3,24.66,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-15,2026-08-18,2026-09-02,PROD-022,698,678,18,3,24.66,18.0,False,,2,False,False,False,SILVER,True
4330,MOV-004330,LOT-2026-04330,PROD-011,Tarija,2026-05-28,2026-06-06,2026-11-24,739,728,11,9,32.86,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-28,2026-06-06,2026-11-24,PROD-011,739,728,11,9,32.86,180.0,False,,0,False,False,False,SILVER,True
4331,MOV-004331,LOT-2026-04331,PROD-012,Cochabamba,2026-06-13,2026-06-27,2027-06-13,53,51,0,14,59.96,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-13,2026-06-27,2027-06-13,PROD-012,53,51,0,14,59.96,365.0,False,,2,False,False,False,SILVER,True
4332,MOV-004332,LOT-2026-04332,PROD-004,Tarija,2026-07-21,2026-07-26,2026-08-08,341,326,9,5,16.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-21,2026-07-26,2026-08-08,PROD-004,341,326,9,5,16.27,18.0,False,,6,False,False,False,SILVER,True
4333,MOV-004333,LOT-2026-04333,PROD-031,Tarija,2026-06-05,2026-06-18,2027-06-05,203,200,2,13,50.89,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-05,2026-06-18,2027-06-05,PROD-031,203,200,2,13,50.89,365.0,False,,1,False,False,False,SILVER,True
4334,MOV-004334,LOT-2026-04334,PROD-012,Cochabamba,2026-05-16,2026-05-28,2027-05-16,439,431,3,12,59.96,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-16,2026-05-28,2027-05-16,PROD-012,439,431,3,12,59.96,365.0,False,,5,False,False,False,SILVER,True
4335,MOV-004335,LOT-2026-04335,PROD-058,Santa Cruz,2026-08-08,2026-08-14,2027-02-04,816,802,10,6,82.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-08,2026-08-14,2027-02-04,PROD-058,816,802,10,6,82.19,180.0,False,,4,False,False,False,SILVER,True
4336,MOV-004336,LOT-2026-04336,PROD-034,Oruro,2026-08-25,2026-09-15,2026-09-12,550,529,21,21,54.4,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-08-25,2026-09-15,2026-09-12,PROD-034,550,529,21,21,54.4,18.0,False,,0,True,False,False,SILVER,True
4337,MOV-004337,LOT-2026-04337,PROD-031,Tarija,2026-08-19,2026-09-09,2027-08-19,658,653,5,21,50.89,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-19,2026-09-09,2027-08-19,PROD-031,658,653,5,21,50.89,365.0,False,,0,False,False,False,SILVER,True
4338,MOV-004338,LOT-2026-04338,PROD-024,La Paz,2026-07-13,2026-07-23,2027-07-13,564,560,3,10,16.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-13,2026-07-23,2027-07-13,PROD-024,564,560,3,10,16.74,365.0,False,,1,False,False,False,SILVER,True
4339,MOV-004339,LOT-2026-04339,PROD-015,Santa Cruz,2026-05-03,2026-05-19,2026-05-21,842,814,28,16,68.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-03,2026-05-19,2026-05-21,PROD-015,842,814,28,16,68.74,18.0,False,,0,False,False,False,SILVER,True
4340,MOV-004340,LOT-2026-04340,PROD-027,Oruro,2026-07-03,2026-07-26,2026-07-21,699,665,30,23,64.06,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-07-03,2026-07-26,2026-07-21,PROD-027,699,665,30,23,64.06,18.0,False,,4,True,False,False,SILVER,True
4341,MOV-004341,LOT-2026-04341,PROD-031,Oruro,2026-07-17,2026-08-08,2027-07-17,689,679,6,22,50.89,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-17,2026-08-08,2027-07-17,PROD-031,689,679,6,22,50.89,365.0,False,,4,False,False,False,SILVER,True
4342,MOV-004342,LOT-2026-04342,PROD-043,Oruro,2026-05-09,2026-05-11,2026-11-05,571,563,7,2,16.46,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-09,2026-05-11,2026-11-05,PROD-043,571,563,7,2,16.46,180.0,False,,1,False,False,False,SILVER,True
4343,MOV-004343,LOT-2026-04343,PROD-009,La Paz,2026-05-25,2026-06-09,2026-06-12,268,258,8,15,75.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-25,2026-06-09,2026-06-12,PROD-009,268,258,8,15,75.19,18.0,False,,2,False,False,False,SILVER,True
4344,MOV-004344,LOT-2026-04344,PROD-027,Oruro,2026-07-27,2026-08-11,2026-08-14,674,653,21,15,64.06,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-27,2026-08-11,2026-08-14,PROD-027,674,653,21,15,64.06,18.0,False,,0,False,False,False,SILVER,True
4345,MOV-004345,LOT-2026-04345,PROD-031,Santa Cruz,2026-08-05,2026-09-22,2027-08-05,548,532,15,48,50.89,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-05,2026-09-22,2027-08-05,PROD-031,548,532,15,48,50.89,365.0,False,,1,False,False,False,SILVER,True
4346,MOV-004346,LOT-2026-04346,PROD-003,La Paz,2026-07-23,2026-08-09,2027-07-23,814,808,5,17,68.01,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-23,2026-08-09,2027-07-23,PROD-003,814,808,5,17,68.01,365.0,False,,1,False,False,False,SILVER,True
4347,MOV-004347,LOT-2026-04347,PROD-032,Tarija,2026-08-08,2026-09-17,2027-08-08,972,957,13,40,33.13,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-08,2026-09-17,2027-08-08,PROD-032,972,957,13,40,33.13,365.0,False,,2,False,False,False,SILVER,True
4348,MOV-004348,LOT-2026-04348,PROD-007,Oruro,2026-06-10,2026-06-21,2027-06-10,341,336,2,11,20.78,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-10,2026-06-21,2027-06-10,PROD-007,341,336,2,11,20.78,365.0,False,,3,False,False,False,SILVER,True
4349,MOV-004349,LOT-2026-04349,PROD-039,Cochabamba,2026-08-09,2026-08-19,2027-08-09,583,578,3,10,53.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-09,2026-08-19,2027-08-09,PROD-039,583,578,3,10,53.27,365.0,False,,2,False,False,False,SILVER,True
4350,MOV-004350,LOT-2026-04350,PROD-001,Tarija,2026-08-16,2026-08-27,2026-09-03,659,634,20,11,20.26,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-16,2026-08-27,2026-09-03,PROD-001,659,634,20,11,20.26,18.0,False,,5,False,False,False,SILVER,True
4351,MOV-004351,LOT-2026-04351,PROD-010,La Paz,2026-06-16,2026-07-01,2027-06-16,924,914,8,15,18.97,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-16,2026-07-01,2027-06-16,PROD-010,924,914,8,15,18.97,365.0,False,,2,False,False,False,SILVER,True
4352,MOV-004352,LOT-2026-04352,PROD-043,Cochabamba,2026-07-30,2026-08-02,2027-01-26,630,619,8,3,16.46,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-30,2026-08-02,2027-01-26,PROD-043,630,619,8,3,16.46,180.0,False,,3,False,False,False,SILVER,True
4353,MOV-004353,LOT-2026-04353,PROD-049,Tarija,2026-07-22,2026-08-01,2026-08-09,323,309,9,10,53.71,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-22,2026-08-01,2026-08-09,PROD-049,323,309,9,10,53.71,18.0,False,,5,False,False,False,SILVER,True
4354,MOV-004354,LOT-2026-04354,PROD-044,Tarija,2026-08-03,2026-08-12,2026-08-21,265,251,7,9,38.35,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-03,2026-08-12,2026-08-21,PROD-044,265,251,7,9,38.35,18.0,False,,7,False,False,False,SILVER,True
4355,MOV-004355,LOT-2026-04355,PROD-019,Cochabamba,2026-05-24,2026-06-05,2027-05-24,311,302,2,12,62.3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-24,2026-06-05,2027-05-24,PROD-019,311,302,2,12,62.3,365.0,False,,7,False,False,False,SILVER,True
4356,MOV-004356,LOT-2026-04356,PROD-023,Cochabamba,2026-06-06,2026-07-10,2026-06-24,338,313,20,34,22.32,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-06-06,2026-07-10,2026-06-24,PROD-023,338,313,20,34,22.32,18.0,False,,5,True,False,False,SILVER,True
4357,MOV-004357,LOT-2026-04357,PROD-058,Tarija,2026-06-21,2026-07-03,2026-12-18,847,831,11,12,82.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-21,2026-07-03,2026-12-18,PROD-058,847,831,11,12,82.19,180.0,False,,5,False,False,False,SILVER,True
4358,MOV-004358,LOT-2026-04358,PROD-037,Santa Cruz,2026-07-04,2026-07-28,2026-07-22,63,58,3,24,25.76,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-07-04,2026-07-28,2026-07-22,PROD-037,63,58,3,24,25.76,18.0,False,,2,True,False,False,SILVER,True
4359,MOV-004359,LOT-2026-04359,PROD-054,Tarija,2026-06-08,2026-06-10,2026-12-05,255,249,3,2,79.92,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-08,2026-06-10,2026-12-05,PROD-054,255,249,3,2,79.92,180.0,False,,3,False,False,False,SILVER,True
4360,MOV-004360,LOT-2026-04360,PROD-008,Cochabamba,2026-06-01,2026-06-09,2026-11-28,498,487,7,8,79.52,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-01,2026-06-09,2026-11-28,PROD-008,498,487,7,8,79.52,180.0,False,,4,False,False,False,SILVER,True
