fila_bronze,columna_afectada,codigo_error,valor_original,version_diagnostico,estado_tratamiento,tratamiento_aplicado,detalle_resultado
28831,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00856 + 2026-08-20 15:36:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28832,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00379 + 2026-08-14 06:56:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28833,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00002 + 2026-08-13 04:00:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28834,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01023 + 2026-08-21 12:20:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28835,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01146 + 2026-08-08 14:52:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28836,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00306 + 2026-08-05 09:12:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28837,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00673 + 2026-08-30 19:32:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28838,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00135 + 2026-08-04 17:56:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28839,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00821 + 2026-08-01 23:23:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28840,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00755 + 2026-08-20 09:55:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28841,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00531 + 2026-08-06 23:25:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28842,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00757 + 2026-08-27 05:16:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28843,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00897 + 2026-08-30 14:53:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28844,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00091 + 2026-08-20 19:22:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28845,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00980 + 2026-08-05 14:02:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28846,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00640 + 2026-08-05 23:29:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28847,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
28847,viaje_id+timestamp,CLAVE_EN_CONFLICTO,VIA-00543 + 2026-08-28 23:01:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28848,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
28848,viaje_id+timestamp,CLAVE_EN_CONFLICTO,VIA-00475 + 2026-08-27 19:42:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28849,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00073 + 2026-08-17 08:26:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28850,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00985 + 2026-08-04 13:49:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28851,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01182 + 2026-08-12 18:33:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28852,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00379 + 2026-08-14 02:26:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28853,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00258 + 2026-08-18 14:54:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28854,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00939 + 2026-08-14 09:12:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28855,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01166 + 2026-08-16 08:41:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28856,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00433 + 2026-08-30 05:53:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28857,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00260 + 2026-08-02 22:34:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28858,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00674 + 2026-08-08 08:33:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28859,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00828 + 2026-08-26 12:11:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28860,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00751 + 2026-08-04 15:52:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28861,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00718 + 2026-08-16 01:15:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28862,humedad_cabina_pct,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
28862,viaje_id+timestamp,CLAVE_EN_CONFLICTO,VIA-00761 + 2026-08-26 18:25:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28863,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00374 + 2026-08-05 05:31:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28864,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01028 + 2026-08-14 01:36:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28865,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01056 + 2026-08-16 01:22:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28866,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00786 + 2026-08-12 16:33:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28867,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00442 + 2026-08-15 17:31:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28868,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00670 + 2026-08-28 12:01:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28869,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00962 + 2026-08-08 22:43:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28870,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00694 + 2026-08-04 06:10:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28871,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00185 + 2026-08-22 15:54:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28872,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00445 + 2026-08-06 04:15:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28873,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00188 + 2026-08-13 01:05:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28874,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00989 + 2026-08-15 11:59:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28875,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00371 + 2026-08-21 02:19:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28876,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01088 + 2026-08-17 02:16:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28877,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00307 + 2026-08-31 07:49:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28878,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00841 + 2026-08-16 04:26:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28879,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00622 + 2026-08-29 04:32:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28880,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00467 + 2026-08-15 12:38:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28881,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00518 + 2026-08-29 08:01:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28882,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00453 + 2026-08-13 08:52:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28883,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00300 + 2026-08-20 15:44:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28884,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00705 + 2026-08-28 09:34:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28885,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00693 + 2026-08-01 11:33:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28886,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00903 + 2026-08-05 01:48:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28887,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00573 + 2026-08-24 08:23:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28888,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00164 + 2026-08-03 14:56:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28889,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01184 + 2026-08-29 08:57:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28890,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00328 + 2026-08-19 05:30:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28891,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01026 + 2026-08-25 09:47:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28892,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00190 + 2026-08-15 01:03:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28893,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00718 + 2026-08-16 02:15:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28894,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00068 + 2026-08-14 18:43:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28895,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00121 + 2026-08-05 18:36:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28896,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00268 + 2026-08-14 15:35:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28897,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00409 + 2026-08-14 18:19:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28898,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00360 + 2026-08-06 00:41:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28899,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00123 + 2026-08-04 06:17:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28900,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01024 + 2026-08-29 02:29:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28901,viaje_id+timestamp,CLAVE_EN_CONFLICTO,VIA-00885 + 2026-08-26 04:37:00,GIAD-M3-S4-IOT-diagnostico-v4,RESUELTO,SELECCION_CANONICA,Lectura canónica elegida según regla aprobada
28902,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00265 + 2026-08-26 12:40:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28903,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01036 + 2026-08-16 04:08:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28904,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00871 + 2026-08-10 09:33:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28905,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00079 + 2026-08-12 13:15:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28906,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00967 + 2026-08-15 14:59:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28907,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00753 + 2026-08-25 06:10:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28908,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00297 + 2026-08-11 19:05:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28909,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00040 + 2026-08-07 13:29:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28910,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00101 + 2026-08-23 00:04:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28911,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00037 + 2026-08-01 01:56:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28912,temperatura_cabina_c,FALTANTE,,GIAD-M3-S4-IOT-diagnostico-v4,PENDIENTE,NINGUNO,No hay regla aprobada y validada para liberar esta fila
28912,viaje_id+timestamp,CLAVE_EN_CONFLICTO,VIA-00124 + 2026-08-19 13:56:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28913,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00209 + 2026-08-27 00:06:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28914,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01064 + 2026-08-28 08:15:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28915,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-01003 + 2026-08-27 04:18:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28916,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00693 + 2026-08-01 21:03:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28917,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00686 + 2026-08-13 22:04:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28918,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00946 + 2026-08-01 22:36:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28919,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00260 + 2026-08-02 21:34:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
28920,viaje_id+timestamp,DUPLICADO_IDENTICO,VIA-00801 + 2026-08-26 00:48:00,GIAD-M3-S4-IOT-diagnostico-v4,EXCLUIDO_COMO_COPIA,COPIA_EXCLUIDA,Copia conservada para auditoría; no utilizable como nueva lectura
