fila_bronze,rule_id,dimension_calidad,severidad,accion,tipo_problema,columna_afectada,codigo_error,valor_original,detalle,version_catalogo,version_diagnostico
22257,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22258,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22259,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22260,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22261,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22262,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22263,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22264,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22265,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22266,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22267,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22268,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22269,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22270,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22271,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22272,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22273,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22274,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22275,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22276,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22277,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22278,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22279,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22280,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22281,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22282,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22283,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22284,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22285,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22286,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22287,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22288,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22289,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22290,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22291,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22292,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22293,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22294,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22295,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22296,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22297,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22298,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22298,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22299,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22300,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22301,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22302,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22303,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22304,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22305,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22306,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22307,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22308,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22309,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22310,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22311,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22312,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22313,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22314,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22315,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22316,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22317,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22318,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22319,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22320,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22321,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22322,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22323,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22324,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22325,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22326,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22327,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22328,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22329,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22330,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22331,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22332,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22333,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22334,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22335,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22336,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22337,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22338,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22339,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22340,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22341,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22342,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22343,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22344,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-022,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22365,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22369,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22370,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22371,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22372,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22373,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22374,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22375,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22376,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22377,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22378,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22379,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22380,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
22381,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
