evento_tec_id,camion_id,posicion_evento,sistema,fecha_exportacion,evento_id,timestamp,tipo,severidad,valor_lectura,reconocido,umbral_temp_cabina_c,geocerca_radio_km,ultimo_mantenimiento,camion_id_original,evento_id_original,timestamp_original,tipo_original,severidad_original,valor_lectura_original,reconocido_original,errores_bloqueantes,motivos_transformacion,motivos_imputacion,fue_transformada,fue_imputada,valor_lectura_no_aplica,valor_lectura_conversion_invalida,valor_lectura_centinela_detectado,reconocido_normalizado,reconocido_ausente,timestamp_utc,timestamp_tratado,timestamp_formato_detectado,timestamp_transformado,timestamp_conversion_invalida,tipo_valido,severidad_valida,camion_corresponde_flota_silver,duplicado_evento_id,duplicado_exacto,conflicto_evento,copia_duplicada,calidad_motivo,calidad_estado,conteo_transformaciones,conteo_imputaciones,imputacion_metodo,imputacion_motivo
168,CAM-26,7,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00156,2026-08-29T23:21:00,MANTENIMIENTO_PROGRAMADO,Media,79.89,,7.7,29.8,2026-07-15,CAM-26,EVT-ALOG-00156,2026-08-29T23:21:00,MANTENIMIENTO_PROGRAMADO,Media,79.89,,,,,False,False,False,False,False,,True,2026-08-30 03:21:00+00:00,2026-08-30T03:21:00+0000,ISO,False,False,True,True,True,True,True,False,False,sin_incidencias,valida,0,0,,
169,CAM-27,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00162,2026-08-17T23:56:00,ALERTA_TEMP_CADENA_FRIO,Baja,57.52,False,8.3,20.3,2026-06-09,CAM-27,EVT-ALOG-00162,2026-08-17T23:56:00,ALERTA_TEMP_CADENA_FRIO,Baja,57.52,False,,,,False,False,False,False,False,False,False,2026-08-18 03:56:00+00:00,2026-08-18T03:56:00+0000,ISO,False,False,True,True,False,False,False,False,False,sin_incidencias,valida,0,0,,
170,CAM-27,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00163,2026-08-04T04:46:00,ALERTA_TEMP_CADENA_FRIO,Baja,72.52,True,8.3,20.3,2026-06-09,CAM-27,EVT-ALOG-00163,2026-08-04T04:46:00,ALERTA_TEMP_CADENA_FRIO,Baja,72.52,True,,,,False,False,False,False,False,True,False,2026-08-04 08:46:00+00:00,2026-08-04T08:46:00+0000,ISO,False,False,True,True,False,False,False,False,False,sin_incidencias,valida,0,0,,
171,CAM-27,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00164,2026-08-11T11:41:00,FALLA_MOTOR,Baja,40.09,True,8.3,20.3,2026-06-09,CAM-27,EVT-ALOG-00164,2026-08-11T11:41:00,FALLA_MOTOR,Baja,40.09,True,,,,False,False,False,False,False,True,False,2026-08-11 15:41:00+00:00,2026-08-11T15:41:00+0000,ISO,False,False,True,True,False,False,False,False,False,sin_incidencias,valida,0,0,,
172,CAM-27,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00165,2026-08-14T20:07:00,FALLA_MOTOR,Baja,62.53,,8.3,20.3,2026-06-09,CAM-27,EVT-ALOG-00165,2026-08-14T20:07:00,FALLA_MOTOR,Baja,62.53,,,,,False,False,False,False,False,,True,2026-08-15 00:07:00+00:00,2026-08-15T00:07:00+0000,ISO,False,False,True,True,False,False,False,False,False,sin_incidencias,valida,0,0,,
173,CAM-27,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00166,2026-08-01T01:17:00,MANTENIMIENTO_PROGRAMADO,Baja,56.84,True,8.3,20.3,2026-06-09,CAM-27,EVT-ALOG-00166,2026-08-01T01:17:00,MANTENIMIENTO_PROGRAMADO,Baja,56.84,True,,,,False,False,False,False,False,True,False,2026-08-01 05:17:00+00:00,2026-08-01T05:17:00+0000,ISO,False,False,True,True,False,False,False,False,False,sin_incidencias,valida,0,0,,
174,CAM-27,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00167,2026-08-19T08:10:00,ALERTA_TEMP_CADENA_FRIO,Baja,53.49,False,8.3,20.3,2026-06-09,CAM-27,EVT-ALOG-00167,2026-08-19T08:10:00,ALERTA_TEMP_CADENA_FRIO,Baja,53.49,False,,,,False,False,False,False,False,False,False,2026-08-19 12:10:00+00:00,2026-08-19T12:10:00+0000,ISO,False,False,True,True,False,False,False,False,False,sin_incidencias,valida,0,0,,
175,CAM-28,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00168,2026-08-17T17:12:00,FALLA_MOTOR,Alta,60.13,,8.5,31.7,2026-07-30,CAM-28,EVT-ALOG-00168,2026-08-17T17:12:00,FALLA_MOTOR,Alta,60.13,,,,,False,False,False,False,False,,True,2026-08-17 21:12:00+00:00,2026-08-17T21:12:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
176,CAM-28,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00169,2026-08-28T23:38:00,ALERTA_TEMP_CADENA_FRIO,Media,49.65,,8.5,31.7,2026-07-30,CAM-28,EVT-ALOG-00169,2026-08-28T23:38:00,ALERTA_TEMP_CADENA_FRIO,Media,49.65,,,,,False,False,False,False,False,,True,2026-08-29 03:38:00+00:00,2026-08-29T03:38:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
177,CAM-28,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00170,2026-08-12T17:19:00,FALLA_MOTOR,Media,53.59,False,8.5,31.7,2026-07-30,CAM-28,EVT-ALOG-00170,2026-08-12T17:19:00,FALLA_MOTOR,Media,53.59,False,,,,False,False,False,False,False,False,False,2026-08-12 21:19:00+00:00,2026-08-12T21:19:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
178,CAM-28,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00171,2026-08-26T06:35:00,EXCESO_VELOCIDAD,Media,35.74,,8.5,31.7,2026-07-30,CAM-28,EVT-ALOG-00171,2026-08-26T06:35:00,EXCESO_VELOCIDAD,Media,35.74,,,,,False,False,False,False,False,,True,2026-08-26 10:35:00+00:00,2026-08-26T10:35:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
179,CAM-28,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00172,2026-08-08T19:12:00,EXCESO_VELOCIDAD,Media,64.48,False,8.5,31.7,2026-07-30,CAM-28,EVT-ALOG-00172,2026-08-08T19:12:00,EXCESO_VELOCIDAD,Media,64.48,False,,,,False,False,False,False,False,False,False,2026-08-08 23:12:00+00:00,2026-08-08T23:12:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
180,CAM-28,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00173,2026-08-25T07:37:00,MANTENIMIENTO_PROGRAMADO,Media,37.78,True,8.5,31.7,2026-07-30,CAM-28,EVT-ALOG-00173,2026-08-25T07:37:00,MANTENIMIENTO_PROGRAMADO,Media,37.78,True,,,,False,False,False,False,False,True,False,2026-08-25 11:37:00+00:00,2026-08-25T11:37:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
182,CAM-29,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00175,2026-08-01T06:57:00,ALERTA_TEMP_CADENA_FRIO,Baja,29.38,True,8.7,53.5,2026-06-02,CAM-29,EVT-ALOG-00175,2026-08-01T06:57:00,ALERTA_TEMP_CADENA_FRIO,Baja,29.38,True,,,,False,False,False,False,False,True,False,2026-08-01 10:57:00+00:00,2026-08-01T10:57:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
183,CAM-29,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00176,2026-08-07T14:57:00,EXCESO_VELOCIDAD,Baja,64.26,False,8.7,53.5,2026-06-02,CAM-29,EVT-ALOG-00176,2026-08-07T14:57:00,EXCESO_VELOCIDAD,Baja,64.26,False,,,,False,False,False,False,False,False,False,2026-08-07 18:57:00+00:00,2026-08-07T18:57:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
184,CAM-29,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00174,2026-08-08T19:47:00,GEOCERCA_SALIDA,Baja,56.51,False,8.7,53.5,2026-06-02,CAM-29,EVT-ALOG-00174,2026-08-08T19:47:00,GEOCERCA_SALIDA,Baja,56.51,False,,,,False,False,False,False,False,False,False,2026-08-08 23:47:00+00:00,2026-08-08T23:47:00+0000,ISO,False,False,True,True,True,True,True,False,False,sin_incidencias,valida,0,0,,
185,CAM-30,1,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00177,2026-08-10T02:50:00,FALLA_MOTOR,Media,33.77,False,7.8,24.7,2026-08-18,CAM-30,EVT-ALOG-00177,2026-08-10T02:50:00,FALLA_MOTOR,Media,33.77,False,,,,False,False,False,False,False,False,False,2026-08-10 06:50:00+00:00,2026-08-10T06:50:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
186,CAM-30,2,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00178,2026-08-15T00:25:00,FALLA_MOTOR,Media,42.24,True,7.8,24.7,2026-08-18,CAM-30,EVT-ALOG-00178,2026-08-15T00:25:00,FALLA_MOTOR,Media,42.24,True,,,,False,False,False,False,False,True,False,2026-08-15 04:25:00+00:00,2026-08-15T04:25:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
187,CAM-30,3,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00179,2026-08-16T23:23:00,GEOCERCA_SALIDA,Baja,40.93,False,7.8,24.7,2026-08-18,CAM-30,EVT-ALOG-00179,2026-08-16T23:23:00,GEOCERCA_SALIDA,Baja,40.93,False,,,,False,False,False,False,False,False,False,2026-08-17 03:23:00+00:00,2026-08-17T03:23:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
188,CAM-30,4,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00180,2026-08-29T07:12:00,EXCESO_VELOCIDAD,Media,58.7,True,7.8,24.7,2026-08-18,CAM-30,EVT-ALOG-00180,2026-08-29T07:12:00,EXCESO_VELOCIDAD,Media,58.7,True,,,,False,False,False,False,False,True,False,2026-08-29 11:12:00+00:00,2026-08-29T11:12:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
189,CAM-30,5,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00181,2026-08-16T09:17:00,MANTENIMIENTO_PROGRAMADO,Media,80.17,True,7.8,24.7,2026-08-18,CAM-30,EVT-ALOG-00181,2026-08-16T09:17:00,MANTENIMIENTO_PROGRAMADO,Media,80.17,True,,,,False,False,False,False,False,True,False,2026-08-16 13:17:00+00:00,2026-08-16T13:17:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
190,CAM-30,6,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00182,2026-08-03T14:18:00,ALERTA_TEMP_CADENA_FRIO,Alta,50.22,,7.8,24.7,2026-08-18,CAM-30,EVT-ALOG-00182,2026-08-03T14:18:00,ALERTA_TEMP_CADENA_FRIO,Alta,50.22,,,,,False,False,False,False,False,,True,2026-08-03 18:18:00+00:00,2026-08-03T18:18:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
191,CAM-30,7,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00183,2026-08-21T06:42:00,EXCESO_VELOCIDAD,Alta,75.17,True,7.8,24.7,2026-08-18,CAM-30,EVT-ALOG-00183,2026-08-21T06:42:00,EXCESO_VELOCIDAD,Alta,75.17,True,,,,False,False,False,False,False,True,False,2026-08-21 10:42:00+00:00,2026-08-21T10:42:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
192,CAM-30,8,TELEMATICA-AndinaLog,2026-08-30T00:00:00,EVT-ALOG-00184,2026-08-10T04:07:00,EXCESO_VELOCIDAD,Baja,80.36,True,7.8,24.7,2026-08-18,CAM-30,EVT-ALOG-00184,2026-08-10T04:07:00,EXCESO_VELOCIDAD,Baja,80.36,True,,,,False,False,False,False,False,True,False,2026-08-10 08:07:00+00:00,2026-08-10T08:07:00+0000,ISO,False,False,True,True,True,False,False,False,False,sin_incidencias,valida,0,0,,
