_fila_bronze,movimiento_id,lote_id,producto_id,centro_distribucion,fecha_ingreso,fecha_salida,fecha_vencimiento,cantidad_ingreso,cantidad_salida,cantidad_merma,dias_en_almacen,costo_unitario_bob,movimiento_id_original,lote_id_original,producto_id_original,centro_distribucion_original,fecha_ingreso_original,fecha_salida_original,fecha_vencimiento_original,cantidad_ingreso_original,cantidad_salida_original,cantidad_merma_original,dias_en_almacen_original,costo_unitario_bob_original,errores_bloqueantes,motivos_transformacion,motivos_imputacion,fue_transformada,fue_imputada,cantidad_ingreso_conversion_invalida,cantidad_ingreso_centinela_detectado,cantidad_salida_conversion_invalida,cantidad_salida_centinela_detectado,cantidad_merma_conversion_invalida,cantidad_merma_centinela_detectado,dias_en_almacen_conversion_invalida,dias_en_almacen_centinela_detectado,costo_unitario_bob_conversion_invalida,costo_unitario_bob_centinela_detectado,fecha_ingreso_timestamp_detectado,fecha_ingreso_timestamp_utc,fecha_salida_timestamp_detectado,fecha_salida_timestamp_utc,fecha_vencimiento_timestamp_detectado,fecha_vencimiento_timestamp_utc,fecha_ingreso_conversion_determinista,fecha_ingreso_conversion_invalida,fecha_salida_conversion_determinista,fecha_salida_conversion_invalida,fecha_vencimiento_conversion_determinista,fecha_vencimiento_conversion_invalida,fecha_salida_vacia,centro_distribucion_valido,salida_incoherente,cantidad_restante_calculada,dias_vencimiento_calculado,vence_dentro_30_dias,duplicado_clave,duplicado_exacto,conflicto_clave,conservar_copia_duplicada,producto_id_corresponde_productos_silver,fecha_vencimiento_fuente,wms_lote_id_disponible,calidad_motivo,calidad_estado,conteo_transformaciones,conteo_imputaciones,imputacion_metodo,imputacion_motivo
5124,MOV-005124,LOT-2026-05124,PROD-053,Oruro,2026-06-26,2026-07-30,2026-07-14,621.0,580.0,37.0,34.0,52.38,MOV-005124,LOT-2026-05124,PROD-053,Oruro,2026-06-26,2026-07-30,2026-07-14,621,580,37,34,52.38,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,48.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5125,MOV-005125,LOT-2026-05125,PROD-013,Tarija,2026-08-28,2026-09-05,2026-09-15,231.0,220.0,6.0,8.0,46.59,MOV-005125,LOT-2026-05125,PROD-013,Tarija,2026-08-28,2026-09-05,2026-09-15,231,220,6,8,46.59,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-15.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5126,MOV-005126,LOT-2026-05126,PROD-046,Tarija,2026-08-01,2026-08-12,2027-08-01,590.0,582.0,3.0,11.0,25.66,MOV-005126,LOT-2026-05126,PROD-046,Tarija,2026-08-01,2026-08-12,2027-08-01,590,582,3,11,25.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-335.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5127,MOV-005127,LOT-2026-05127,PROD-042,Tarija,2026-06-28,2026-07-19,2027-06-28,492.0,483.0,3.0,21.0,55.74,MOV-005127,LOT-2026-05127,PROD-042,Tarija,2026-06-28,2026-07-19,2027-06-28,492,483,3,21,55.74,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-301.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5128,MOV-005128,LOT-2026-05128,PROD-037,Oruro,2026-06-24,2026-07-27,2026-07-12,82.0,74.0,5.0,33.0,25.76,MOV-005128,LOT-2026-05128,PROD-037,Oruro,2026-06-24,2026-07-27,2026-07-12,82,74,5,33,25.76,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,50.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5129,MOV-005129,LOT-2026-05129,PROD-049,La Paz,2026-05-30,2026-06-18,2026-06-17,721.0,692.0,26.0,19.0,53.71,MOV-005129,LOT-2026-05129,PROD-049,La Paz,2026-05-30,2026-06-18,2026-06-17,721,692,26,19,53.71,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,75.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5130,MOV-005130,LOT-2026-05130,PROD-042,Santa Cruz,2026-06-26,2026-08-07,2027-06-26,352.0,339.0,7.0,42.0,55.74,MOV-005130,LOT-2026-05130,PROD-042,Santa Cruz,2026-06-26,2026-08-07,2027-06-26,352,339,7,42,55.74,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-299.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5131,MOV-005131,LOT-2026-05131,PROD-036,Oruro,2026-08-19,2026-09-03,2026-09-06,799.0,769.0,29.0,15.0,58.54,MOV-005131,LOT-2026-05131,PROD-036,Oruro,2026-08-19,2026-09-03,2026-09-06,799,769,29,15,58.54,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-6.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
5132,MOV-005132,LOT-2026-05132,PROD-053,Santa Cruz,2026-08-02,2026-08-17,2026-08-20,286.0,276.0,9.0,15.0,52.38,MOV-005132,LOT-2026-05132,PROD-053,Santa Cruz,2026-08-02,2026-08-17,2026-08-20,286,276,9,15,52.38,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,11.0,True,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5133,MOV-005133,LOT-2026-05133,PROD-030,Cochabamba,2026-06-29,2026-07-09,2027-06-29,768.0,764.0,4.0,10.0,34.93,MOV-005133,LOT-2026-05133,PROD-030,Cochabamba,2026-06-29,2026-07-09,2027-06-29,768,764,4,10,34.93,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-302.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5134,MOV-005134,LOT-2026-05134,PROD-017,Tarija,2026-07-03,2026-07-18,2027-07-03,330.0,325.0,2.0,15.0,34.67,MOV-005134,LOT-2026-05134,PROD-017,Tarija,2026-07-03,2026-07-18,2027-07-03,330,325,2,15,34.67,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-306.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5135,MOV-005135,LOT-2026-05135,PROD-046,Tarija,2026-05-15,2026-06-07,2027-05-15,927.0,921.0,5.0,23.0,25.66,MOV-005135,LOT-2026-05135,PROD-046,Tarija,2026-05-15,2026-06-07,2027-05-15,927,921,5,23,25.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-257.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5136,MOV-005136,LOT-2026-05136,PROD-027,Cochabamba,2026-07-24,2026-07-28,2026-08-11,641.0,621.0,16.0,4.0,64.06,MOV-005136,LOT-2026-05136,PROD-027,Cochabamba,2026-07-24,2026-07-28,2026-08-11,641,621,16,4,64.06,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,20.0,True,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5137,MOV-005137,LOT-2026-05137,PROD-019,Santa Cruz,2026-06-05,2026-06-16,2027-06-05,487.0,480.0,3.0,11.0,62.3,MOV-005137,LOT-2026-05137,PROD-019,Santa Cruz,2026-06-05,2026-06-16,2027-06-05,487,480,3,11,62.3,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-278.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5138,MOV-005138,LOT-2026-05138,PROD-020,Oruro,2026-08-11,2026-09-04,2027-08-11,547.0,537.0,3.0,24.0,59.96,MOV-005138,LOT-2026-05138,PROD-020,Oruro,2026-08-11,2026-09-04,2027-08-11,547,537,3,24,59.96,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-345.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5139,MOV-005139,LOT-2026-05139,PROD-037,Oruro,2026-07-01,2026-07-06,2026-07-19,172.0,166.0,5.0,5.0,25.76,MOV-005139,LOT-2026-05139,PROD-037,Oruro,2026-07-01,2026-07-06,2026-07-19,172,166,5,5,25.76,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,43.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5140,MOV-005140,LOT-2026-05140,PROD-046,Santa Cruz,2026-06-02,2026-06-19,2027-06-02,879.0,871.0,4.0,17.0,25.66,MOV-005140,LOT-2026-05140,PROD-046,Santa Cruz,2026-06-02,2026-06-19,2027-06-02,879,871,4,17,25.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-275.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5141,MOV-005141,LOT-2026-05141,PROD-001,Oruro,2026-05-19,2026-06-04,2026-06-06,571.0,548.0,18.0,16.0,20.26,MOV-005141,LOT-2026-05141,PROD-001,Oruro,2026-05-19,2026-06-04,2026-06-06,571,548,18,16,20.26,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,86.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5142,MOV-005142,LOT-2026-05142,PROD-011,Oruro,2026-07-27,2026-08-11,2027-01-23,127.0,120.0,2.0,15.0,32.86,MOV-005142,LOT-2026-05142,PROD-011,Oruro,2026-07-27,2026-08-11,2027-01-23,127,120,2,15,32.86,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-145.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5143,MOV-005143,LOT-2026-05143,PROD-043,La Paz,2026-06-13,2026-06-24,2026-12-10,998.0,982.0,12.0,11.0,16.46,MOV-005143,LOT-2026-05143,PROD-043,La Paz,2026-06-13,2026-06-24,2026-12-10,998,982,12,11,16.46,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-101.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5144,MOV-005144,LOT-2026-05144,PROD-014,Oruro,2026-05-14,2026-06-13,2027-05-14,504.0,494.0,3.0,30.0,74.91,MOV-005144,LOT-2026-05144,PROD-014,Oruro,2026-05-14,2026-06-13,2027-05-14,504,494,3,30,74.91,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-256.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
5145,MOV-005145,LOT-2026-05145,PROD-018,Tarija,2026-08-09,2026-08-20,2027-08-09,374.0,370.0,2.0,11.0,33.66,MOV-005145,LOT-2026-05145,PROD-018,Tarija,2026-08-09,2026-08-20,2027-08-09,374,370,2,11,33.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-343.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5146,MOV-005146,LOT-2026-05146,PROD-058,Cochabamba,2026-07-28,2026-08-04,2027-01-24,465.0,453.0,7.0,7.0,82.19,MOV-005146,LOT-2026-05146,PROD-058,Cochabamba,2026-07-28,2026-08-04,2027-01-24,465,453,7,7,82.19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-146.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5147,MOV-005147,LOT-2026-05147,PROD-024,Oruro,2026-07-12,2026-08-07,2027-07-12,935.0,927.0,7.0,26.0,16.74,MOV-005147,LOT-2026-05147,PROD-024,Oruro,2026-07-12,2026-08-07,2027-07-12,935,927,7,26,16.74,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,1.0,-315.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
5148,MOV-005148,LOT-2026-05148,PROD-020,Tarija,2026-05-30,2026-07-08,2027-05-30,779.0,764.0,12.0,39.0,59.96,MOV-005148,LOT-2026-05148,PROD-020,Tarija,2026-05-30,2026-07-08,2027-05-30,779,764,12,39,59.96,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-272.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5149,MOV-005149,LOT-2026-05149,PROD-054,Cochabamba,2026-08-16,2026-08-24,2027-02-12,807.0,796.0,11.0,8.0,79.92,MOV-005149,LOT-2026-05149,PROD-054,Cochabamba,2026-08-16,2026-08-24,2027-02-12,807,796,11,8,79.92,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-165.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5150,MOV-005150,LOT-2026-05150,PROD-003,Santa Cruz,2026-07-11,2026-07-25,2027-07-11,493.0,481.0,6.0,14.0,68.01,MOV-005150,LOT-2026-05150,PROD-003,Santa Cruz,2026-07-11,2026-07-25,2027-07-11,493,481,6,14,68.01,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,-314.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5151,MOV-005151,LOT-2026-05151,PROD-059,Santa Cruz,2026-07-15,2026-08-08,2027-07-15,425.0,415.0,3.0,24.0,49.31,MOV-005151,LOT-2026-05151,PROD-059,Santa Cruz,2026-07-15,2026-08-08,2027-07-15,425,415,3,24,49.31,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-318.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5152,MOV-005152,LOT-2026-05152,PROD-047,Cochabamba,2026-06-20,2026-07-15,2026-07-08,59.0,56.0,3.0,25.0,68.27,MOV-005152,LOT-2026-05152,PROD-047,Cochabamba,2026-06-20,2026-07-15,2026-07-08,59,56,3,25,68.27,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,54.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5153,MOV-005153,LOT-2026-05153,PROD-030,Santa Cruz,2026-08-15,2026-09-12,2027-08-15,850.0,839.0,4.0,28.0,34.93,MOV-005153,LOT-2026-05153,PROD-030,Santa Cruz,2026-08-15,2026-09-12,2027-08-15,850,839,4,28,34.93,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-349.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5154,MOV-005154,LOT-2026-05154,PROD-036,La Paz,2026-08-22,2026-09-18,2026-09-09,717.0,678.0,34.0,27.0,58.54,MOV-005154,LOT-2026-05154,PROD-036,La Paz,2026-08-22,2026-09-18,2026-09-09,717,678,34,27,58.54,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-9.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
5155,MOV-005155,LOT-2026-05155,PROD-037,Oruro,2026-05-29,2026-06-06,2026-06-16,355.0,342.0,9.0,8.0,25.76,MOV-005155,LOT-2026-05155,PROD-037,Oruro,2026-05-29,2026-06-06,2026-06-16,355,342,9,8,25.76,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,76.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5156,MOV-005156,LOT-2026-05156,PROD-019,Oruro,2026-05-29,2026-06-14,2027-05-29,230.0,225.0,1.0,16.0,62.3,MOV-005156,LOT-2026-05156,PROD-019,Oruro,2026-05-29,2026-06-14,2027-05-29,230,225,1,16,62.3,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-271.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5157,MOV-005157,LOT-2026-05157,PROD-005,Cochabamba,2026-05-26,2026-06-06,2027-05-26,716.0,711.0,5.0,11.0,35.68,MOV-005157,LOT-2026-05157,PROD-005,Cochabamba,2026-05-26,2026-06-06,2027-05-26,716,711,5,11,35.68,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-268.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5158,MOV-005158,LOT-2026-05158,PROD-056,La Paz,2026-07-14,2026-07-18,2026-08-01,117.0,107.0,3.0,4.0,33.35,MOV-005158,LOT-2026-05158,PROD-056,La Paz,2026-07-14,2026-07-18,2026-08-01,117,107,3,4,33.35,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,30.0,True,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5159,MOV-005159,LOT-2026-05159,PROD-031,Santa Cruz,2026-07-25,2026-08-17,2027-07-25,313.0,306.0,2.0,23.0,50.89,MOV-005159,LOT-2026-05159,PROD-031,Santa Cruz,2026-07-25,2026-08-17,2027-07-25,313,306,2,23,50.89,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-328.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5160,MOV-005160,LOT-2026-05160,PROD-050,Tarija,2026-06-22,2026-07-10,2027-06-22,141.0,133.0,1.0,18.0,46.57,MOV-005160,LOT-2026-05160,PROD-050,Tarija,2026-06-22,2026-07-10,2027-06-22,141,133,1,18,46.57,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-295.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5161,MOV-005161,LOT-2026-05161,PROD-038,La Paz,2026-06-23,2026-07-07,2027-06-23,780.0,769.0,6.0,14.0,26.68,MOV-005161,LOT-2026-05161,PROD-038,La Paz,2026-06-23,2026-07-07,2027-06-23,780,769,6,14,26.68,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-296.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5162,MOV-005162,LOT-2026-05162,PROD-057,La Paz,2026-08-11,2026-08-24,2027-08-11,558.0,551.0,3.0,13.0,16.73,MOV-005162,LOT-2026-05162,PROD-057,La Paz,2026-08-11,2026-08-24,2027-08-11,558,551,3,13,16.73,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-345.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5163,MOV-005163,LOT-2026-05163,PROD-007,La Paz,2026-07-11,2026-07-21,2027-07-11,898.0,888.0,6.0,10.0,20.78,MOV-005163,LOT-2026-05163,PROD-007,La Paz,2026-07-11,2026-07-21,2027-07-11,898,888,6,10,20.78,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-314.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5164,MOV-005164,LOT-2026-05164,PROD-049,La Paz,2026-08-28,2026-09-19,2026-09-15,376.0,357.0,15.0,22.0,53.71,MOV-005164,LOT-2026-05164,PROD-049,La Paz,2026-08-28,2026-09-19,2026-09-15,376,357,15,22,53.71,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,-15.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5165,MOV-005165,LOT-2026-05165,PROD-016,La Paz,2026-05-22,2026-06-20,2027-05-22,78.0,70.0,1.0,29.0,25.77,MOV-005165,LOT-2026-05165,PROD-016,La Paz,2026-05-22,2026-06-20,2027-05-22,78,70,1,29,25.77,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-264.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5166,MOV-005166,LOT-2026-05166,PROD-008,Santa Cruz,2026-08-18,2026-09-02,2027-02-14,700.0,686.0,9.0,15.0,79.52,MOV-005166,LOT-2026-05166,PROD-008,Santa Cruz,2026-08-18,2026-09-02,2027-02-14,700,686,9,15,79.52,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-167.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5167,MOV-005167,LOT-2026-05167,PROD-034,Santa Cruz,2026-07-19,2026-08-02,2026-08-06,894.0,865.0,26.0,14.0,54.4,MOV-005167,LOT-2026-05167,PROD-034,Santa Cruz,2026-07-19,2026-08-02,2026-08-06,894,865,26,14,54.4,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,25.0,True,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5168,MOV-005168,LOT-2026-05168,PROD-026,Oruro,2026-07-27,2026-08-11,2026-08-14,745.0,717.0,24.0,15.0,28.64,MOV-005168,LOT-2026-05168,PROD-026,Oruro,2026-07-27,2026-08-11,2026-08-14,745,717,24,15,28.64,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,4.0,17.0,True,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
5169,MOV-005169,LOT-2026-05169,PROD-009,Oruro,2026-05-15,2026-05-21,2026-06-02,270.0,257.0,7.0,6.0,75.19,MOV-005169,LOT-2026-05169,PROD-009,Oruro,2026-05-15,2026-05-21,2026-06-02,270,257,7,6,75.19,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,6.0,90.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5170,MOV-005170,LOT-2026-05170,PROD-043,Oruro,2026-06-25,2026-07-29,2026-12-22,315.0,309.0,4.0,34.0,16.46,MOV-005170,LOT-2026-05170,PROD-043,Oruro,2026-06-25,2026-07-29,2026-12-22,315,309,4,34,16.46,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,2.0,-113.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5171,MOV-005171,LOT-2026-05171,PROD-033,Cochabamba,2026-06-05,2026-07-15,2027-06-05,101.0,100.0,1.0,40.0,30.56,MOV-005171,LOT-2026-05171,PROD-033,Cochabamba,2026-06-05,2026-07-15,2027-06-05,101,100,1,40,30.56,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-278.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5172,MOV-005172,LOT-2026-05172,PROD-039,Oruro,2026-06-17,2026-07-06,2027-06-17,846.0,832.0,7.0,19.0,53.27,MOV-005172,LOT-2026-05172,PROD-039,Oruro,2026-06-17,2026-07-06,2027-06-17,846,832,7,19,53.27,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-290.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5173,MOV-005173,LOT-2026-05173,PROD-014,Cochabamba,2026-08-20,2026-10-01,2027-08-20,258.0,249.0,4.0,42.0,74.91,MOV-005173,LOT-2026-05173,PROD-014,Cochabamba,2026-08-20,2026-10-01,2027-08-20,258,249,4,42,74.91,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-354.0,False,False,False,False,False,False,bronze_observada,False,sin_incidencias,valida,0,0,,
5174,MOV-005174,LOT-2026-05174,PROD-060,La Paz,2026-05-17,2026-05-24,2026-11-13,550.0,540.0,7.0,7.0,30.63,MOV-005174,LOT-2026-05174,PROD-060,La Paz,2026-05-17,2026-05-24,2026-11-13,550,540,7,7,30.63,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,3.0,-74.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5175,MOV-005175,LOT-2026-05175,PROD-031,Santa Cruz,2026-05-09,2026-05-21,2027-05-09,916.0,899.0,10.0,12.0,50.89,MOV-005175,LOT-2026-05175,PROD-031,Santa Cruz,2026-05-09,2026-05-21,2027-05-09,916,899,10,12,50.89,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-251.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5176,MOV-005176,LOT-2026-05176,PROD-057,Tarija,2026-05-31,2026-06-28,2027-05-31,754.0,742.0,7.0,28.0,16.73,MOV-005176,LOT-2026-05176,PROD-057,Tarija,2026-05-31,2026-06-28,2027-05-31,754,742,7,28,16.73,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,5.0,-273.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5177,MOV-005177,LOT-2026-05177,PROD-035,Oruro,2026-05-02,2026-05-20,2026-10-29,263.0,260.0,3.0,18.0,37.84,MOV-005177,LOT-2026-05177,PROD-035,Oruro,2026-05-02,2026-05-20,2026-10-29,263,260,3,18,37.84,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,0.0,-59.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
5178,MOV-005178,LOT-2026-05178,PROD-012,Tarija,2026-07-10,2026-08-02,2027-07-10,553.0,543.0,3.0,23.0,59.96,MOV-005178,LOT-2026-05178,PROD-012,Tarija,2026-07-10,2026-08-02,2027-07-10,553,543,3,23,59.96,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,False,False,False,False,False,False,True,False,7.0,-313.0,False,False,False,False,False,True,bronze_observada,False,sin_incidencias,valida,0,0,,
