fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_estado,timestamp_motivo,viaje_id_estado,viaje_id_motivo,order_id_estado,order_id_motivo,camion_id_estado,camion_id_motivo,producto_id_estado,producto_id_motivo,temperatura_cabina_c_estado,temperatura_cabina_c_motivo,temp_unit_estado,temp_unit_motivo,humedad_cabina_pct_estado,humedad_cabina_pct_motivo,desviacion_termica_flag_estado,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_estado,desviacion_proximos_60min_flag_motivo,cantidad_problemas,en_cuarentena,severidad_maxima,columnas_con_problemas,motivos_fila,zona_horaria_origen,version_diagnostico,sha256_bronze,acciones_tratamiento,motivos_tratamiento,camion_id_tratado,temp_unit_tratado,temperatura_cabina_c_tratada,humedad_cabina_pct_tratada,timestamp_utc,temperatura_imputada,humedad_imputada,motivo_cuarentena_final,en_cuarentena_final,decision_tratamiento,umbral_producto_evaluable,flag_termico_coherente,apta_kpi_termico,apta_objetivo_60min
23231,2026-08-28 00:07:00,VIA-00968,ORD-2026-03406,CAM-28,PROD-047,4.09,C,84.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-28,C,4.09,84.5,2026-08-28T04:07:00Z,False,False,,False,TRATADO,True,True,True,True
23232,2026-08-28 00:37:00,VIA-00968,ORD-2026-03406,CAM-28,PROD-047,3.62,C,83.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-28,C,3.62,83.1,2026-08-28T04:37:00Z,False,False,,False,TRATADO,True,True,True,True
23233,2026-08-18 13:59:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,20.24,C,57.6,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,20.24,57.6,2026-08-18T17:59:00Z,False,False,,False,TRATADO,True,True,True,True
23234,2026-08-18 14:29:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,19.83,C,41.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,19.83,41.9,2026-08-18T18:29:00Z,False,False,,False,TRATADO,True,True,True,True
23235,2026-08-18 14:59:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,21.59,C,46.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,21.59,46.9,2026-08-18T18:59:00Z,False,False,,False,TRATADO,True,True,True,True
23236,2026-08-18 15:29:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,22.12,C,50.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,22.12,50.7,2026-08-18T19:29:00Z,False,False,,False,TRATADO,True,True,True,True
23237,2026-08-18 15:59:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,22.96,C,43.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,22.96,43.4,2026-08-18T19:59:00Z,False,False,,False,TRATADO,True,True,True,True
23238,2026-08-18 16:29:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,20.25,C,56.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,20.25,56.7,2026-08-18T20:29:00Z,False,False,,False,TRATADO,True,True,True,True
23239,2026-08-18 16:59:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,20.32,C,45.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,20.32,45.4,2026-08-18T20:59:00Z,False,False,,False,TRATADO,True,True,True,True
23240,2026-08-18 17:29:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,21.21,C,50.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,21.21,50.4,2026-08-18T21:29:00Z,False,False,,False,TRATADO,True,True,True,True
23241,2026-08-18 17:59:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,19.56,C,46.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,19.56,46.4,2026-08-18T21:59:00Z,False,False,,False,TRATADO,True,True,True,True
23242,2026-08-18 18:29:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,19.23,C,54.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,19.23,54.7,2026-08-18T22:29:00Z,False,False,,False,TRATADO,True,True,True,True
23243,2026-08-18 18:59:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,17.58,C,38.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,17.58,38.4,2026-08-18T22:59:00Z,False,False,,False,TRATADO,True,True,True,True
23244,2026-08-18 19:29:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,21.43,C,45.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,21.43,45.1,2026-08-18T23:29:00Z,False,False,,False,TRATADO,True,True,True,True
23245,2026-08-18 19:59:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,19.16,C,42.6,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,19.16,42.6,2026-08-18T23:59:00Z,False,False,,False,TRATADO,True,True,True,True
23246,2026-08-18 20:29:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,20.82,C,54.0,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,20.82,54.0,2026-08-19T00:29:00Z,False,False,,False,TRATADO,True,True,True,True
23247,2026-08-18 20:59:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,18.83,C,53.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,18.83,53.5,2026-08-19T00:59:00Z,False,False,,False,TRATADO,True,True,True,True
23248,2026-08-18 21:29:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,17.69,C,59.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,17.69,59.2,2026-08-19T01:29:00Z,False,False,,False,TRATADO,True,True,True,True
23249,2026-08-18 21:59:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,18.95,C,46.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,18.95,46.7,2026-08-19T01:59:00Z,False,False,,False,TRATADO,True,True,True,True
23250,2026-08-18 22:29:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,22.27,C,52.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,22.27,52.1,2026-08-19T02:29:00Z,False,False,,False,TRATADO,True,True,True,True
23251,2026-08-18 22:59:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,23.73,C,47.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,23.73,47.1,2026-08-19T02:59:00Z,False,False,,False,TRATADO,True,True,True,True
23252,2026-08-18 23:29:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,18.83,C,46.6,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,18.83,46.6,2026-08-19T03:29:00Z,False,False,,False,TRATADO,True,True,True,True
23253,2026-08-18 23:59:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,19.93,C,45.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,19.93,45.9,2026-08-19T03:59:00Z,False,False,,False,TRATADO,True,True,True,True
23254,2026-08-19 00:29:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,21.33,C,53.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,21.33,53.5,2026-08-19T04:29:00Z,False,False,,False,TRATADO,True,True,True,True
23255,2026-08-19 00:59:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,17.77,C,59.3,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,17.77,59.3,2026-08-19T04:59:00Z,False,False,,False,TRATADO,True,True,True,True
23256,2026-08-19 01:29:00,VIA-00969,ORD-2026-03173,CAM-18,PROD-029,18.93,C,74.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-18,C,18.93,74.1,2026-08-19T05:29:00Z,False,False,,False,TRATADO,True,True,True,True
23257,2026-08-25 02:14:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,18.75,C,45.6,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,18.75,45.6,2026-08-25T06:14:00Z,False,False,,False,TRATADO,True,True,True,True
23258,2026-08-25 02:44:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,17.91,C,47.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,17.91,47.1,2026-08-25T06:44:00Z,False,False,,False,TRATADO,True,True,True,True
23259,2026-08-25 03:14:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,21.31,C,48.3,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,21.31,48.3,2026-08-25T07:14:00Z,False,False,,False,TRATADO,True,True,True,True
23260,2026-08-25 03:44:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,22.35,C,54.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,22.35,54.9,2026-08-25T07:44:00Z,False,False,,False,TRATADO,True,True,True,True
23261,2026-08-25 04:14:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,20.27,C,51.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,20.27,51.2,2026-08-25T08:14:00Z,False,False,,False,TRATADO,True,True,True,True
23262,2026-08-25 04:44:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,16.78,C,48.8,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,16.78,48.8,2026-08-25T08:44:00Z,False,False,,False,TRATADO,True,True,True,True
23263,2026-08-25 05:14:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,18.27,C,43.0,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,18.27,43.0,2026-08-25T09:14:00Z,False,False,,False,TRATADO,True,True,True,True
23264,2026-08-25 05:44:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,17.08,C,54.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,17.08,54.7,2026-08-25T09:44:00Z,False,False,,False,TRATADO,True,True,True,True
23265,2026-08-25 06:14:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,21.18,C,47.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,21.18,47.5,2026-08-25T10:14:00Z,False,False,,False,TRATADO,True,True,True,True
23266,2026-08-25 06:44:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,21.21,C,49.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,21.21,49.9,2026-08-25T10:44:00Z,False,False,,False,TRATADO,True,True,True,True
23267,2026-08-25 07:14:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,17.52,C,56.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,17.52,56.9,2026-08-25T11:14:00Z,False,False,,False,TRATADO,True,True,True,True
23268,2026-08-25 07:44:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,22.48,C,57.0,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,22.48,57.0,2026-08-25T11:44:00Z,False,False,,False,TRATADO,True,True,True,True
23269,2026-08-25 08:14:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,20.97,C,41.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,20.97,41.9,2026-08-25T12:14:00Z,False,False,,False,TRATADO,True,True,True,True
23270,2026-08-25 08:44:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,19.54,C,38.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,19.54,38.4,2026-08-25T12:44:00Z,False,False,,False,TRATADO,True,True,True,True
23271,2026-08-25 09:14:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,21.0,C,58.2,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,21.0,58.2,2026-08-25T13:14:00Z,False,False,,False,TRATADO,True,True,True,True
23272,2026-08-25 09:44:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,23.91,C,49.0,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,23.91,49.0,2026-08-25T13:44:00Z,False,False,,False,TRATADO,True,True,True,True
23273,2026-08-25 10:14:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,20.2,C,40.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,20.2,40.7,2026-08-25T14:14:00Z,False,False,,False,TRATADO,True,True,True,True
23274,2026-08-25 10:44:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,20.55,C,55.9,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,20.55,55.9,2026-08-25T14:44:00Z,False,False,,False,TRATADO,True,True,True,True
23275,2026-08-25 11:14:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,18.14,C,59.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,18.14,59.1,2026-08-25T15:14:00Z,False,False,,False,TRATADO,True,True,True,True
23276,2026-08-25 11:44:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,20.21,C,51.1,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,20.21,51.1,2026-08-25T15:44:00Z,False,False,,False,TRATADO,True,True,True,True
23277,2026-08-25 12:14:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,21.6,C,50.4,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,21.6,50.4,2026-08-25T16:14:00Z,False,False,,False,TRATADO,True,True,True,True
23278,2026-08-25 12:44:00,VIA-00970,ORD-2026-00258,CAM-04,PROD-057,21.5,C,44.7,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,0,False,OK,,,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-04,C,21.5,44.7,2026-08-25T16:44:00Z,False,False,,False,TRATADO,True,True,True,True
