fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_estado,timestamp_motivo,viaje_id_estado,viaje_id_motivo,order_id_estado,order_id_motivo,camion_id_estado,camion_id_motivo,producto_id_estado,producto_id_motivo,temperatura_cabina_c_estado,temperatura_cabina_c_motivo,temp_unit_estado,temp_unit_motivo,humedad_cabina_pct_estado,humedad_cabina_pct_motivo,desviacion_termica_flag_estado,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_estado,desviacion_proximos_60min_flag_motivo,cantidad_problemas,en_cuarentena,severidad_maxima,columnas_con_problemas,motivos_fila,zona_horaria_origen,version_diagnostico,sha256_bronze,acciones_tratamiento,motivos_tratamiento,camion_id_tratado,temp_unit_tratado,temperatura_cabina_c_tratada,humedad_cabina_pct_tratada,timestamp_utc,temperatura_imputada,humedad_imputada,motivo_cuarentena_final,en_cuarentena_final,decision_tratamiento,umbral_producto_evaluable,flag_termico_coherente,apta_kpi_termico,categoria_producto_maestro,tipo_camion_maestro,compatibilidad_tipo_camion_estado,posible_incompatibilidad_termica,compatibilidad_tipo_camion_motivo,apta_objetivo_60min
28868,2026-08-28 12:01:00,VIA-00670,ORD-2026-03021,CAM-08,PROD-041,-19.07,C,68.9,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-08,C,-19.07,68.9,2026-08-28T16:01:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
28869,2026-08-08 22:43:00,VIA-00962,ORD-2026-07499,CAM-18,PROD-050,18.22,C,50.1,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-18,C,18.22,50.1,2026-08-09T02:43:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28870,2026-08-04 06:10:00,VIA-00694,ORD-2026-00099,CAM-25,PROD-027,3.35,C,79.8,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-25,C,3.35,79.8,2026-08-04T10:10:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28871,2026-08-22 15:54:00,VIA-00185,ORD-2026-00226,CAM-15,PROD-017,19.18,C,49.2,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-15,C,19.18,49.2,2026-08-22T19:54:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
28872,2026-08-06 04:15:00,VIA-00445,ORD-2026-03433,CAM-08,PROD-022,4.03,C,90.0,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,3,True,CRITICO,timestamp|viaje_id|producto_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-08,C,4.03,90.0,2026-08-06T08:15:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28873,2026-08-13 01:05:00,VIA-00188,ORD-2026-00183,CAM-12,PROD-020,18.63,C,59.8,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-12,C,18.63,59.8,2026-08-13T05:05:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28874,2026-08-15 11:59:00,VIA-00989,ORD-2026-01031,CAM-21,PROD-012,18.81,C,42.5,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-21,C,18.81,42.5,2026-08-15T15:59:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28875,2026-08-21 02:19:00,VIA-00371,ORD-2026-05057,CAM-16,PROD-033,18.64,C,48.0,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-16,C,18.64,48.0,2026-08-21T06:19:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28876,2026-08-17 02:16:00,VIA-01088,ORD-2026-05447,CAM-25,PROD-033,18.34,C,50.3,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-25,C,18.34,50.3,2026-08-17T06:16:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
28877,2026-08-31 07:49:00,VIA-00307,ORD-2026-04702,CAM-02,PROD-043,-18.14,C,75.9,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-02,C,-18.14,75.9,2026-08-31T11:49:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
28878,2026-08-16 04:26:00,VIA-00841,ORD-2026-03786,CAM-10,PROD-011,-17.95,C,61.3,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-10,C,-17.95,61.3,2026-08-16T08:26:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
28879,2026-08-29 04:32:00,VIA-00622,ORD-2026-02931,CAM-08,PROD-036,3.53,C,75.4,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,3,True,CRITICO,timestamp|viaje_id|producto_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-08,C,3.53,75.4,2026-08-29T08:32:00Z,False,False,Copia exacta excluida,True,CUARENTENA,False,False,False,Fresco,Refrigerado,NO_EVALUABLE,False,Categoria observada o tipo de camion no disponible para evaluar,False
28880,2026-08-15 12:38:00,VIA-00467,ORD-2026-07428,CAM-26,PROD-053,3.5,C,82.0,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-26,C,3.5,82.0,2026-08-15T16:38:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28881,2026-08-29 08:01:00,VIA-00518,ORD-2026-06065,CAM-24,PROD-001,3.19,C,90.4,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-24,C,3.19,90.4,2026-08-29T12:01:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28882,2026-08-13 08:52:00,VIA-00453,ORD-2026-06672,CAM-29,PROD-059,16.26,C,39.8,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-29,C,16.26,39.8,2026-08-13T12:52:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28883,2026-08-20 15:44:00,VIA-00300,ORD-2026-07036,CAM-20,PROD-021,4.72,C,80.6,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,REVISAR,Sin correspondencia en Flota Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,OK,,3,True,CRITICO,timestamp|viaje_id|camion_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces | camion_id: Sin correspondencia en Flota Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-20,C,4.72,80.6,2026-08-20T19:44:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28884,2026-08-28 09:34:00,VIA-00705,ORD-2026-00944,CAM-10,PROD-053,2.57,C,68.4,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-10,C,2.57,68.4,2026-08-28T13:34:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28885,2026-08-01 11:33:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-18.88,C,67.9,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,3,True,CRITICO,timestamp|viaje_id|producto_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-15,C,-18.88,67.9,2026-08-01T15:33:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
28886,2026-08-05 01:48:00,VIA-00903,ORD-2026-05830,CAM-19,PROD-051,-17.92,C,69.9,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-19,C,-17.92,69.9,2026-08-05T05:48:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
28887,2026-08-24 08:23:00,VIA-00573,ORD-2026-03959,CAM-09,PROD-012,18.93,C,52.5,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-09,C,18.93,52.5,2026-08-24T12:23:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28888,2026-08-03 14:56:00,VIA-00164,ORD-2026-03533,CAM-21,PROD-018,18.61,C,45.2,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,3,True,CRITICO,timestamp|viaje_id|producto_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-21,C,18.61,45.2,2026-08-03T18:56:00Z,False,False,Copia exacta excluida,True,CUARENTENA,False,False,False,Seco,Seco,SIN_ALERTA,False,,False
28889,2026-08-29 08:57:00,VIA-01184,ORD-2026-01082,CAM-12,PROD-006,17.04,C,49.2,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-12,C,17.04,49.2,2026-08-29T12:57:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28890,2026-08-19 05:30:00,VIA-00328,ORD-2026-00921,CAM-19,PROD-054,-17.98,C,67.9,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-19,C,-17.98,67.9,2026-08-19T09:30:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
28891,2026-08-25 09:47:00,VIA-01026,ORD-2026-00985,CAM-25,PROD-044,2.88,C,82.7,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-25,C,2.88,82.7,2026-08-25T13:47:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
28892,2026-08-15 01:03:00,VIA-00190,ORD-2026-07185,CAM-28,PROD-051,-18.74,C,80.6,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-28,C,-18.74,80.6,2026-08-15T05:03:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
28893,2026-08-16 02:15:00,VIA-00718,ORD-2026-00659,CAM-21,PROD-038,25.26,C,47.3,1,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-21,C,25.26,47.3,2026-08-16T06:15:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
28894,2026-08-14 18:43:00,VIA-00068,ORD-2026-06340,CAM-10,PROD-042,20.37,C,50.3,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-10,C,20.37,50.3,2026-08-14T22:43:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
28895,2026-08-05 18:36:00,VIA-00121,ORD-2026-06281,CAM-27,PROD-015,3.77,C,74.1,0,0,CRITICO,Copia idéntica de la lectura; no contar dos veces,CRITICO,Copia idéntica de la lectura; no contar dos veces,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|viaje_id,timestamp: Copia idéntica de la lectura | timestamp: no contar dos veces | viaje_id: Copia idéntica de la lectura | viaje_id: no contar dos veces,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | EXCLUIR_COPIA,Timestamp local de Bolivia convertido a UTC | Copia exacta de otra lectura,CAM-27,C,3.77,74.1,2026-08-05T22:36:00Z,False,False,Copia exacta excluida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
